Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Updated,Unit,Op Date,Sync Date,Serv,I39,Dev,Zone,System Impact Study Completed,Feasiblity Study Status,System Impact Study Status,Optional Interconnection Study Status,Facilities Study Status,Interconnection Agreement Status,Project Status
1601,BESS,,Essex,MA,NGRID KING ST T3,,BAT,4.99,4.99,4.99,1/14/2025,Withdrawn,2/3/2027,6/13/2025,,,6/16/2025,OT,2/3/2027,2/3/2027,,N,,BOST,N,,,,,,
1600,Chazy Lake BESS (NYISO-C24-308),,Clinton,NY,NYISO Patnode 230 kV,,BAT,50.0,50.0,50.0,12/12/2024,Withdrawn,8/1/2028,3/14/2025,,,3/14/2025,OT,8/1/2028,8/1/2028,CNR,N,,,N,,,,,,
1599,Dover NY BESS (NYISO-C24-316),,Dutchess,NY,NYISO Pleasant Valley-Cricket Valley 345 kV,,BAT,1000.0,1000.0,1000.0,12/12/2024,Withdrawn,5/1/2028,6/26/2025,,,6/26/2025,OT,5/1/2028,5/1/2028,CNR,N,,,N,,,,,,
1598,Zenobe Rotterdam LLC (NYISO-C24-191),,Schenectady,NY,NYISO Rotterdam 115 kV,,BAT,100.0,100.0,100.0,12/12/2024,Withdrawn,6/1/2028,12/5/2025,,,12/8/2025,OT,6/1/2028,6/1/2028,CNR,N,,,N,,,,,,
1597,New Scotland BESS (NYISO-C24-045),,Albany,NY,NYISO New Scotland 345 kV,,BAT,1350.0,1350.0,1350.0,12/12/2024,Withdrawn,9/1/2027,6/26/2025,,,6/26/2025,OT,9/1/2027,9/1/2027,CNR,N,,,N,,,,,,
1596,NY Chateaugay 0 Willis Rd Storage (NYISO-C24-304-004),,Franklin,NY,NYISO Willis 230 kV Substation,,BAT,150.0,150.0,150.0,12/12/2024,Active,2/1/2028,,,,1/10/2025,OT,2/1/2028,2/1/2028,CNR,N,,,N,,,,,,
1595,Willard Storage (NYISO-C24-148),,Rensselaer,NY,NYISO Eastover 115 kV,,BAT,300.0,300.0,300.0,12/12/2024,Active,10/1/2028,,,,1/10/2025,OT,10/1/2028,10/1/2028,CNR,N,,,N,,,,,,
1594,Woonsocket Substation – Tifft ST BESS,,Providence,RI,"RIE feeder 26W7, Woonsocket Substation",,BAT,4.5,4.5,4.5,11/15/2024,Withdrawn,12/31/2026,6/13/2025,,,6/16/2025,OT,12/31/2026,12/31/2026,,N,,RI,N,,,,,,
1593,Point St Substation – Aldrich St BESS,,Providence,RI,"RIE feeder 76F6, Point St Substation",,BAT,3.0,3.0,3.0,11/15/2024,Withdrawn,12/31/2026,6/13/2025,,,6/16/2025,OT,12/31/2026,12/31/2026,,N,,RI,N,,,,,,
1592,SHELD BESS,,Hampden,MA,South Hadley Electric Light Department 13.8KV,,BAT,3.0,3.0,3.0,8/21/2024,Withdrawn,9/1/2025,6/13/2025,,,6/16/2025,OT,9/1/2025,9/1/2025,,N,PD,WMA,N,,,,,,
1591,Chase Hill Substation - Western RI DER Study #3,,Washington,RI,"RIE Feeder 155F2, Chase Hill Substation",,SUN,2.375,2.375,2.375,8/19/2024,Withdrawn,12/1/2026,6/13/2025,,,6/16/2025,PV,12/31/2026,12/1/2026,,N,PD,RI,N,,,,,,
1590,Tower Hill Substation - Western RI DER Study #3,,Washington,RI,"RIE Feeder 88F7, Tower Hill Substation",,SUN,3.06,3.06,3.06,8/19/2024,Withdrawn,12/1/2026,6/13/2025,,,6/16/2025,PV,12/31/2026,12/1/2026,,N,PD,RI,N,,,,,,
1589,Kent County Substation - Western RI DER Study #3,,Kent,RI,"RIE feeder 3309 and 3311, Kent County Substation",,SUN,21.748,21.748,21.748,8/19/2024,Withdrawn,12/1/2026,6/13/2025,,,6/16/2025,PV,12/31/2026,12/1/2026,,N,PD,RI,N,,,,,,
1588,Wood River Substation - Western RI DER Study #3,,Washington,RI,"RIE feeder 85T2 and 85T3, Wood River Substation",,SUN,49.0,49.0,49.0,8/19/2024,Withdrawn,12/1/2026,6/13/2025,,,6/16/2025,PV,12/31/2026,12/1/2026,,N,PD,RI,N,,,,,,
1587,Battery Storage,,Worcester,MA,West Boylston Denton Lovell Substation T2 Transformer fed from the P142W. Distribution Feeder -F23 Hartwell Feeder,,BAT,3.0,3.0,3.0,8/15/2024,Withdrawn,9/15/2025,6/13/2025,,,6/16/2025,OT,10/15/2025,9/15/2025,,N,PD,CMA,N,,,,,,
1586,Battery Storage,,Chittenden,VT,Global Foundries 13.8 kV bus,,BAT,16.0,16.0,16.0,8/14/2024,Withdrawn,3/1/2026,6/13/2025,,,6/16/2025,OT,4/1/2026,3/1/2026,,N,PD,VT,N,,,,,,
1585,HGE Group Study,,Hampden,MA,Holyoke 52W via 52W6 Circuit or New Circuit,,BAT,12.98,12.98,12.98,8/13/2024,Withdrawn,3/1/2025,6/13/2025,,,6/16/2025,OT,1/1/2026,3/1/2025,,N,PD,WMA,N,,,,,,
1584,HGE Group Study,,Hampden,MA,Holyoke 44P via New 34.5 kV Circuit,,NG,4.0,4.0,4.0,8/13/2024,Withdrawn,1/1/2026,6/13/2025,,,6/16/2025,GT,1/1/2026,1/1/2026,,N,PD,WMA,N,,,,,,
1583,HGE Group Study,,Hampden,MA,Holyoke 17L via 17L16 Circuit,,BAT,4.95,4.95,4.95,8/13/2024,Withdrawn,2/15/2025,6/13/2025,,,6/16/2025,OT,2/15/2025,2/15/2025,,N,PD,WMA,N,,,,,,
1582,Paxton BESS,,Worcester,MA,Paxton Municipal Light Department 13.8KV,,BAT,3.0,3.0,3.0,7/29/2024,Withdrawn,11/25/2024,6/13/2025,,,6/16/2025,OT,12/2/2024,11/25/2024,,Y,PD,SEMA,Y,,,,,,
1581,TMLP Landfill Solar,,Bristol,MA,TMLP Dist Feeder 1841.32 Station 18 13.8kV/115kV,,SUN,2.99,2.99,2.99,7/29/2024,Withdrawn,1/24/2025,6/13/2025,,,6/16/2025,PV,1/25/2025,1/24/2025,,Y,PD,SEMA,Y,,,,,,
1580,RMLD DER Group Study,,Middlesex,MA,RMLD Station 3/NG S145 & T146 Lines,,BAT,9.98,9.98,9.98,7/29/2024,Withdrawn,6/15/2025,6/13/2025,,,6/16/2025,OT,6/16/2025,6/15/2025,,Y,PD,CMA,Y,,,,,,
1579,RMLD DER Group Study,,Middlesex,MA,RMLD Station 4/EE 211-503 & 211-504 Lines,,BAT,4.996,4.996,4.996,7/29/2024,Withdrawn,2/15/2025,6/13/2025,,,6/16/2025,OT,2/16/2025,2/15/2025,,Y,PD,CMA,Y,,,,,,
1578,Solar,,Oxford,ME,CMP 115kV Woodstock Substation,,SUN,20.0,20.0,20.0,6/26/2024,Withdrawn,5/20/2028,8/12/2024,,,8/12/2024,PV,6/6/2028,5/20/2028,CNR,N,PD,ME,N,,,,,,Under Study
1577,Solar,,Knox,ME,CMP 115KV SECTION 80,,SUN,20.0,20.0,20.0,6/26/2024,Withdrawn,5/20/2028,8/12/2024,,,8/12/2024,PV,6/6/2028,5/20/2028,CNR,N,PD,ME,N,,,,,,
1576,Solar,,Cheshire,NH,"Eversource 115kV Section L-163, approximately 2.6 miles north of North Keene Substation.",,SUN,20.0,20.0,20.0,6/26/2024,Withdrawn,5/20/2028,8/12/2024,,,8/12/2024,PV,6/6/2028,5/20/2028,CNR,N,PD,NH,N,,,,,,
1575,Solar,,Oxford,ME,CMP 115kV Woodstock Substation,,SUN,20.0,20.0,20.0,6/26/2024,Withdrawn,5/20/2028,8/12/2024,,,8/12/2024,PV,6/6/2028,5/20/2028,CNR,N,PD,ME,N,,,,,,
1574,Battery Storage,,Merrimack,NH,"EVERSOURCE 115KV SECTION C196, APPROXIMATELY 1.5 MILES SOUTH OF THE MERRIMACK SUBSTATION.",,BAT,20.0,20.0,20.0,6/26/2024,Withdrawn,5/20/2028,8/12/2024,,,8/12/2024,OT,6/6/2028,5/20/2028,CNR,N,PD,NH,N,,,,,,
1573,Solar,,York,ME,"CMP 34.5kV Line 182, located approximately 2.5 miles from the West Buxton Substation.",,SUN,20.0,20.0,20.0,6/26/2024,Withdrawn,5/20/2028,8/12/2024,,,8/12/2024,PV,6/6/2028,5/20/2028,CNR,N,PD,ME,N,,,,,,
1572,Solar,,Windham,VT,Vernon #13 69kV,,SUN,8.084,4.042,4.042,6/24/2024,Withdrawn,6/23/2026,8/6/2024,,,8/6/2024,PV,6/30/2026,6/23/2026,CNR,N,PD,VT,N,,,,,,
1571,Battery Storage,,Worcester,MA,"42.066328, -71.864144 National Grid 69 kV Substation the East Webster 412 substation.",,BAT,19.73,19.73,19.73,6/13/2024,Withdrawn,2/28/2027,10/11/2025,,,10/17/2025,OT,6/30/2027,2/28/2027,CNR,N,PD,CMA,N,,,,,,
1570,Battery Storage,,Worcester,MA,"National Grid 69kV line tap on line A-1S Coordinates: 42.493823759032914, -71.77425691308422. Based off the ISO-NE system diagram, it is assumed that the eastern circuit is A-1S and is the preferred connection. however seeking this to be confirmed with ISO-NE""",,BAT,19.73,19.73,19.73,6/13/2024,Withdrawn,2/28/2027,9/27/2024,,,9/27/2024,OT,6/30/2027,2/28/2027,CNR,N,PD,CMA,N,,,,,,
1569,Non-controllable objective ETU to enable 2400 MW injection,,New London,CT,,,,2400.0,,,6/13/2024,Withdrawn,12/30/2030,10/6/2025,,,10/6/2025,,6/30/2031,12/30/2030,,N,PD,CT,N,,,,,,
1568,Battery Storage,,Washington,RI,The Primary Point of Interconnection will be a direct interconnection to the 115-kV bus at Davisville Substation Expansion owned by RI_NGRID.,,BAT,312.84,152.7552,152.7552,6/12/2024,Withdrawn,11/30/2026,10/10/2025,,,10/10/2025,OT,1/31/2027,11/30/2026,CNR,N,PD,RI,N,,,,,,
1567,Battery Storage,,Middlesex,MA,"The Point of Interconnection will be a direct interconnection will be located on the IC’s property (Lat, long: 42°41'23.38""N, 71°26'20.43""W) by tapping the 345-kV Line 326-2 (Sandy Pond-Lawrence Rd), owned by RI_NGRID, at approx. 8.4 miles from the 345-kV Lawerence Rd Substation (42% of line from Lawerence Rd).",,BAT,500.0,509.184,509.184,6/11/2024,Active,2/29/2028,,,,8/21/2026,OT,4/27/2028,2/29/2028,CNR,N,PD,SEMA,N,,,,,In Progress,
1566,Wind,,Aroostook,ME,Orrington – Albion Road 345kV,,WND,197.4,197.4,197.4,6/11/2024,Withdrawn,5/1/2028,10/11/2025,,,10/17/2025,WT,10/1/2028,5/1/2028,CNR,N,PD,BHE,N,,,,,,
1565,Battery Storage,,Bristol,MA,Interconnect at the 115kV Sykes Rd Substation owned by MA_NGRID.,,BAT,81.0,81.0,81.0,6/10/2024,Withdrawn,11/30/2026,9/11/2024,,,9/11/2024,OT,1/31/2027,11/30/2026,CNR,N,PD,SEMA,N,,,,,,
1564,Battery Storage,,Windham,VT,"Vernon 115 kV (Line K-40) Coordinates: 42.78270705350802, -72.51706642321578",,BAT,100.955,100.955,100.955,6/6/2024,Withdrawn,3/30/2027,10/6/2025,,,10/6/2025,OT,9/30/2027,3/30/2027,CNR,N,PD,VT,N,,,,,,
1563,Solar,,Somerset,ME,CMP 115kV Line 83,,SUN,165.0,165.0,165.0,6/6/2024,Withdrawn,6/6/2028,5/1/2025,,,5/4/2025,PV,6/6/2028,6/6/2028,CNR,N,PD,ME,N,,Not Started,,,,
1562,Battery Storage,,Litchfield,CT,Eversource 115 kV Line from Frost Bridge #8R to Carmel Hill #11S,,BAT,45.29,45.29,45.29,6/7/2024,Withdrawn,12/1/2026,8/28/2024,,,8/28/2024,OT,6/1/2027,12/1/2026,CNR,N,PD,CT,N,,,,,,
1561,Battery Storage,,Litchfield,CT,115 kV line between Rocky River and Bulls Bridge substations,,BAT,141.6,141.6,141.6,6/6/2024,Withdrawn,3/1/2027,5/9/2025,,,5/9/2025,OT,4/1/2027,3/1/2027,CNR,N,PD,CT,N,,,,,,
1560,Battery Storage,,Bristol,MA,"Non-PTF 115KV lines ET and W owned by TMLP between Cleary Flood Substation and Substation #16 (W Water St), approximately 1.26 miles from Cleary Flood. Project will interconnect half of the new MW capability to each line.",,BAT,133.796,133.796,133.796,6/6/2024,Withdrawn,3/1/2027,9/22/2025,,,9/22/2025,OT,4/1/2027,3/1/2027,CNR,N,PD,SEMA,N,,,,,,
1559,Battery Storage,,New London,CT,"115 kV line 1070 between Ft Hill Farms and Stockhouse Substations, interconnected by a new three-breaker ring bus approximately 2.5 miles from Ft Hill Farms substation and 5.2 miles from Stockhouse Substations.",,BAT,93.2,93.2,93.2,6/6/2024,Withdrawn,4/1/2027,9/22/2025,,,9/22/2025,OT,5/1/2027,4/1/2027,CNR,N,PD,CT,N,,,,,,
1558,Battery Storage,,Bristol,MA,115 kV line W4S between Grand Army Substation and Pottersville Substation. Approximately 0.43 miles from Grand Army - 115KV Substation and approximately 2.33 miles from Pottersville / Somerset substations,,BAT,141.5,141.5,141.5,6/6/2024,Withdrawn,12/1/2027,9/22/2025,,,9/22/2025,OT,1/1/2028,12/1/2027,CNR,N,PD,SEMA,N,,,,,,
1557,Battery Storage,,Essex,MA,115 kV Wakefield Junction Substation,,BAT,225.0,240.1577,240.1577,6/6/2024,Active,12/1/2027,,,,8/21/2026,OT,1/1/2028,12/1/2027,CNR,N,PD,BOST,N,,,,,In Progress,
1556,Battery Storage,,Worcester,MA,"Eversource 345 kV Line 3361, approximately 3.2 miles from Sherman Road and 7.6 miles from Blackstone.",,BAT,204.818,204.818,204.818,6/6/2024,Withdrawn,9/27/2027,10/10/2025,,,10/10/2025,OT,10/11/2027,9/27/2027,CNR,N,PD,CMA,N,,,,,,
1555,Battery Storage,,Essex,MA,115KV Line Q-169 between Resco-Saugus Tap and Melrose #2 Tap. Approximately 2.4 miles from Melrose #2 Tap and approximately 2.35 miles from Resco-Saugus Tap,,BAT,200.0,207.44,207.44,6/6/2024,Active,12/1/2027,,,,8/21/2026,OT,1/1/2028,12/1/2027,CNR,N,PD,BOST,N,,,,,In Progress,
1554,Battery Storage,,Providence,RI,"NEP transmission line: 345 kV line 359, approximately 10.55 miles from West Farnum and 10.81 miles from Kent County substations.",,BAT,414.632,414.632,414.632,6/7/2024,Withdrawn,9/27/2027,11/7/2024,,,11/7/2024,OT,10/11/2027,9/27/2027,CNR,N,PD,RI,N,,Not Started,,,,Under Study
1553,Battery Storage,,Middlesex,MA,"Point of Interconnection - National Grid Tewksbury 115kV substation, Open position opposite the J-162 line",,BAT,125.0,126.401,126.401,6/4/2024,Withdrawn,4/15/2028,8/31/2026,,,8/31/2026,OT,5/1/2028,4/15/2028,CNR,N,PD,CMA,N,,,,,In Progress,
1552,Battery Storage,,Hartford,CT,Eversource Energy Corporation owned 115 kV Line 1756,,BAT,133.2,133.2,133.2,6/4/2024,Withdrawn,3/15/2028,11/22/2024,,,11/22/2024,OT,4/1/2028,3/15/2028,CNR,N,PD,CT,N,,Not Started,,,,Under Study
1551,Battery Storage,,Worcester,MA,"The Point of Interconnection will be located on the IC’s property (Lat, long: 42°21'44.53""N, 72° 2'22.57""W) by tapping the 115-kV Line A127-4 (Barre-Paxton) at approx. 6km from Barre Substation owned by MA_NGRID.",,BAT,180.0,181.78,181.78,5/31/2024,Active,2/29/2028,,,,8/21/2026,OT,4/27/2028,2/29/2028,CNR,N,PD,CMA,N,,,,,In Progress,
1550,Battery Storage,,Plymouth,MA,"The Primary Point of Interconnection will be located on the IC’s property (Lat, long: 41°58'7.22""N, 71° 1'18.59""W) by tapping the 115-kV Line U6-4 (Bridgewater-Raynham) at approx. 7,87 Km from Bridgewater Substation. The Alternative Point of Interconnection will be a direct interconnection to the 115-kV bus at Bridgewater Substation owned by MA_NGRID.",,BAT,76.0,76.0,76.0,5/31/2024,Withdrawn,11/30/2026,8/2/2024,,,8/2/2024,OT,1/31/2027,11/30/2026,CNR,N,PD,SEMA,N,,,,,,
1549,Battery Storage,,Providence,RI,"The Primary Point of Interconnection will be a direct interconnection to the 115-kV bus at Highland Park Substation owned by RI_NGRID. The Alternative Point of Interconnection will be located on the IC’s property (Lat, long: 41°59'46.60""N, 71°28'16.01""W) by tapping the 115-kV Line J16 (Riverside-Highland Park) at approx. 0.27 km from Highland Park Substation.",,BAT,108.0,108.0,108.0,6/3/2024,Withdrawn,11/30/2026,10/18/2024,,,10/18/2024,OT,1/31/2027,11/30/2026,CNR,N,PD,RI,N,,Not Started,,,,Under Study
1548,Battery Storage,,Providence,RI,"Primary POI: 42.001693, -71.710650, Eversource Line 347, Sherman Road to Killingly 345kV Alternate POI: 42.001693, -71.710650, Eversource West Farnum to Lake Road 345kV",,BAT,165.76,165.76,165.76,5/31/2024,Withdrawn,1/1/2028,10/17/2024,,,10/17/2024,OT,3/1/2028,1/1/2028,CNR,N,PD,RI,N,Not Started,,,,,Under Study
1547,Solar,,Penobscot,ME,"Clifton Switchyard in Clifton, Maine.",,SUN,19.6,,,5/31/2024,Withdrawn,11/1/2027,9/4/2025,,,9/4/2025,PV,12/1/2027,11/1/2027,NR,N,PD,BHE,N,,,,,,
1546,Battery Storage,,Berkshire,MA,MA_WMECO Partridge 115kV substation.,,BAT,170.0,170.0,170.0,5/30/2024,Withdrawn,6/30/2029,6/25/2026,,,6/26/2026,OT,12/31/2029,6/30/2029,CNR,N,PD,WMA,N,,,,,,Under Study
1545,Battery Storage,,Franklin,MA,MA_WMECO 115 kV Erving Substation Bus No. 116107,,BAT,100.7521,100.7521,100.7521,5/30/2024,Withdrawn,4/1/2028,10/10/2025,,,10/10/2025,OT,8/1/2028,4/1/2028,CNR,N,PD,WMA,N,,,,,,
1544,Battery Storage,,Franklin,MA,115 kV B128 line; 18.88 miles from Barre B128 and 5.3 miles from French King,,BAT,0.0,105.0,105.0,5/29/2024,Withdrawn,7/9/2029,7/3/2024,,,7/3/2024,OT,12/30/2029,7/9/2029,CNR,N,,WMA,N,,,,,,
1543,Battery Storage,,Barnstable,MA,The project will tap the 342-2 W line between the 345 kV Canal Substation and Jordan Tap with a new three breaker ring bus to connect the project,,BAT,500.0,585.3,585.3,5/28/2024,Active,9/15/2028,,,,8/21/2026,OT,12/1/2028,9/15/2028,CNR,N,PD,SEMA,N,,,,,In Progress,
1542,Battery Storage,,Hampden,MA,MA_WMECO Blandford 115kV substation,,BAT,170.0,170.0,170.0,5/28/2024,Withdrawn,6/30/2029,7/1/2026,,,7/1/2026,OT,12/31/2029,6/30/2029,CNR,N,PD,WMA,N,,,,,,Under Study
1541,Battery Storage,,Middlesex,MA,"42.385528, -71.490823 on Hudson-Sudbury 115kV line",,BAT,101.0,101.0,101.0,5/28/2024,Withdrawn,5/1/2028,10/11/2025,,,10/17/2025,OT,5/31/2028,5/1/2028,CNR,N,PD,BOST,N,,,,,,
1540,EE CT DER Group Study,,Hartford,CT,EE Enfield 12C,,BAT,19.999,19.999,19.999,5/15/2024,Withdrawn,12/31/2025,6/13/2025,,,6/16/2025,OT,12/31/2025,12/31/2025,,N,PD,CT,N,,,,,,
1539,EE CT DER Group Study,,Middlesex,CT,EE 30K DOOLEY,,BAT,20.0,20.0,20.0,5/15/2024,Withdrawn,4/5/2027,6/13/2025,,,6/16/2025,OT,4/5/2027,4/5/2027,,N,PD,CT,N,,,,,,
1538,EE CT DER Group Study,,New London,CT,EE Flanders 11Y,,BAT,4.99,4.99,4.99,5/15/2024,Withdrawn,12/31/2025,6/13/2025,,,6/16/2025,OT,12/31/2025,12/31/2025,,N,PD,CT,N,,,,,,
1537,EE CT DER Group Study,,New London,CT,EE 1Q UNCASVILLE,,BAT,4.99,4.99,4.99,5/15/2024,Withdrawn,12/21/2025,6/13/2025,,,6/16/2025,OT,12/31/2025,12/21/2025,,N,PD,CT,N,,,,,,
1536,EE CT DER Group Study,,Litchfield,CT,EE WINSTED 33B/CAMPVILLE,,SUN,3.74,3.74,3.74,5/15/2024,Withdrawn,7/1/2024,5/29/2024,,,6/17/2025,PV,7/1/2024,7/1/2024,,N,PD,CT,N,,,,,,
1535,EE 2024 SEMA/Cape ASO Group Study,,Barnstable,MA,EE STA_946 Mashpee,,SUN BAT,2.805,2.805,2.805,5/8/2024,Withdrawn,12/31/2026,6/13/2025,,,6/16/2025,OT,12/31/2026,12/31/2026,,N,PD,SEMA,N,,,,,,
1534,EE 2024 SEMA/Cape ASO Group Study,,Plymouth,MA,EE STA_646 Crystal Spring,,SUN BAT,4.98,4.98,4.98,5/8/2024,Withdrawn,12/31/2026,6/13/2025,,,6/16/2025,OT,12/31/2026,12/31/2026,,N,PD,SEMA,N,,,,,,
1533,EE 2024 SEMA/Cape ASO Group Study,,Plymouth,MA,EE STA_713 Tremont,,SUN BAT,16.94,16.94,16.94,5/8/2024,Withdrawn,12/31/2026,6/13/2025,,,6/16/2025,OT,12/31/2026,12/31/2026,,N,PD,SEMA,N,,,,,,
1532,EE 2024 SEMA/Cape ASO Group Study,,Plymouth,MA,EE STA_727 Brook Street,,SUN BAT,4.999,4.999,4.999,5/8/2024,Withdrawn,12/31/2026,6/13/2025,,,6/16/2025,OT,12/31/2026,12/31/2026,,N,PD,SEMA,N,,,,,,
1531,EE 2024 SEMA/Cape ASO Group Study,,Plymouth,MA,EE STA_745 Rochester,,SUN BAT,4.98,4.98,4.98,5/8/2024,Withdrawn,12/31/2024,6/13/2025,,,6/16/2025,OT,12/31/2024,12/31/2024,,N,PD,SEMA,N,,,,,,
1530,EE 2024 SEMA/Cape ASO Group Study,,Bristol,MA,EE STA_624 Wing Lane,,SUN BAT,4.999,4.999,4.999,5/8/2024,Withdrawn,12/31/2026,6/13/2025,,,6/16/2025,OT,12/31/2026,12/31/2026,,N,PD,SEMA,N,,,,,,
1529,EE 2024 SEMA/Cape ASO Group Study,,Plymouth,MA,EE STA_738 Duxbury,,BAT,4.99,4.99,4.99,5/8/2024,Withdrawn,12/31/2024,6/13/2025,,,6/16/2025,OT,12/31/2024,12/31/2024,,N,PD,SEMA,N,,,,,,
1528,EE 2024 SEMA/Cape ASO Group Study,,Plymouth,MA,EE TA_739 Marshfield,,BAT,4.9992,4.9992,4.9992,5/8/2024,Withdrawn,12/31/2026,6/13/2025,,,6/16/2025,OT,12/31/2026,12/31/2026,,N,PD,SEMA,N,,,,,,
1527,EE 2024 SEMA/Cape ASO Group Study,,Barnstable,MA,EE STA_933 Falmouth,,SUN BAT,2.5,2.5,2.5,5/8/2024,Withdrawn,,6/13/2025,,,6/16/2025,OT,12/31/2026,,,N,PD,SEMA,N,,,,,,
1526,EE 2024 SEMA/Cape ASO Group Study,,Bristol,MA,EE STA_636 Industrial Park,,SUN BAT,4.98,4.98,4.98,5/8/2024,Withdrawn,12/31/2026,6/13/2025,,,6/16/2025,OT,12/31/2026,12/31/2026,,N,PD,SEMA,N,,,,,,
1525,Battery Storage,,New Haven,CT,"The Primary Point of Interconnection will be located on the IC’s property (Lat, long: 41°28'9.40""N, 73° 7'52.44""W) by tapping the 115-kV Line 1619 (Towantic-Stevenson) at approx. 1.8 Km from Towantic Substation. The Alternative Point of Interconnection will be a direct interconnection to the 115-kV bus at Oxford Substation owned by CT_CL&P.",,BAT,134.7,134.7,134.7,5/6/2024,Withdrawn,11/30/2026,6/25/2024,,,6/25/2024,OT,1/31/2027,11/30/2026,CNR,N,PD,CT,N,,,,,,
1524,Battery Storage,,Hartford,CT,"The Primary Point of Interconnection will be located on the IC’s property (Lat, long: 41°49'19.50""N, 72°43'23.49""W) by tapping the 115-kV Line 1751-2 (Bloomfield Tap to NW. Hartford). This is approximately 3.0 miles along the line from NW. Hartford Substation. The Alternative Point of Interconnection will be a direct interconnection to the 115-kV bus at Bloomfield Substation owned by CT_CL&P.",,BAT,237.6,235.008,235.008,5/6/2024,Withdrawn,11/30/2026,10/10/2025,,,10/10/2025,OT,1/31/2027,11/30/2026,CNR,N,PD,CT,N,,,,,,
1523,Battery Storage,,Norfolk,MA,National Grid’s 115kV South Wrentham substation,,BAT,253.816,253.816,253.816,5/6/2024,Withdrawn,4/1/2029,10/11/2025,,,10/17/2025,OT,6/1/2029,4/1/2029,CNR,N,PD,RI,N,,,,,,
1522,Battery Storage,,Bristol,MA,"Primary POI will be National Grid Line C-181 (Brayton Point to Reynolds Ave, 115 kV). Primary POI is 10.6 miles from Brayton Point and 1.9 miles from Reynolds Ave. POI Coords: 41.856375, -71.193471",,BAT,150.0,125.5,125.5,4/25/2024,Withdrawn,4/15/2028,8/16/2024,,,8/16/2024,OT,5/1/2028,4/15/2028,CNR,N,PD,RI,N,,,,,,
1521,Solar CNR only,,Addison,VT,Vergennes 115 kV Substation,,SUN,0.0,50.0,50.0,4/22/2024,Withdrawn,5/1/2026,10/11/2025,,,10/17/2025,PV,5/31/2026,5/1/2026,CNR,N,,VT,N,,,,,,
1520,Battery Storage,,New Haven,CT,Primary POI: Eversource Owned 115kV Line # 1142 Alternate POI 1: 115kV Express Feeder to Oxford 26N Substation Alternate POI 2: Eversource Owned 115kV Line # 1403,,BAT,125.0,125.0,125.0,4/16/2024,Withdrawn,3/1/2028,9/3/2025,,,9/3/2025,OT,5/1/2028,3/1/2028,CNR,N,PD,CT,N,,,,,,
1519,Offshore Wind,,,RI,Kent County 345kV,,WND,1200.0,1200.0,1200.0,4/12/2024,Withdrawn,7/1/2030,6/2/2025,,,6/2/2025,WT,4/10/2031,7/1/2030,CNR,N,PD,RI,N,,,,,,
1518,Battery Storage,,Berkshire,MA,"Eversource, New Substation to be built at 42.488290, -73.219503",,BAT,136.0,139.5,139.5,4/9/2024,Active,5/31/2028,,,,8/21/2026,OT,8/30/2028,5/31/2028,CNR,N,PD,WMA,N,,,,,In Progress,
1517,Battery Storage,,Franklin,MA,National Grid 69kV Line E-5D Deerfeild-Shutesbury,,BAT,365.8,365.8,365.8,4/9/2024,Withdrawn,5/31/2028,10/11/2025,,,10/17/2025,OT,8/30/2028,5/31/2028,CNR,N,PD,WMA,N,,,,,,
1516,Battery Storage,,Windsor,VT,Vermont Electric Power Company (VELCO) Ascutney 115 kV Substation,,BAT,114.7,114.7,114.7,4/9/2024,Withdrawn,5/31/2028,10/11/2025,,,10/17/2025,OT,8/30/2028,5/31/2028,CNR,N,PD,VT,N,,,,,,
1515,Battery Storage,,Berkshire,MA,Alps-Berkshire 345kV line,,BAT,290.0,295.8,295.8,4/9/2024,Active,5/31/2028,,,,8/21/2026,OT,8/30/2028,5/31/2028,CNR,N,PD,WMA,N,,,,,In Progress,
1514,Battery Storage,,Worcester,MA,National Grid Barre Tap-Wendell Depot Tap 115kV,,BAT,408.1,408.1,408.1,4/8/2024,Withdrawn,5/31/2028,10/11/2025,,,10/17/2025,OT,8/30/2028,5/31/2028,CNR,N,PD,CMA,N,,,,,,
1513,Battery Storage,,Worcester,MA,Bear Swamp- Pratts Junction 230kV,,BAT,300.0,318.268,318.268,4/8/2024,Withdrawn,5/31/2028,8/14/2026,,,8/14/2026,OT,8/30/2028,5/31/2028,CNR,N,PD,CMA,N,,,,,,Under Study
1512,Battery Storage + Solar,,Franklin,MA,"New England Power Co, 115 kV, 2.25 miles from E131 TAP 113010 and 3.29 miles from HARRIMAN 113146) (115 kV)",,SUN BAT,100.4637,100.4637,100.4637,4/8/2024,Withdrawn,8/31/2027,5/29/2024,,,5/29/2024,OT,12/31/2027,8/31/2027,CNR,N,PD,WMA,N,,,,,,
1511,Battery Storage,,Hampden,MA,Western Massachusetts Electric Company (Eversource Energy) 345kV Ludlow,,BAT,250.8939,250.8939,250.8939,4/8/2024,Withdrawn,8/1/2027,5/14/2024,,,5/15/2024,OT,12/31/2027,8/1/2027,CNR,N,PD,WMA,N,,,,,,
