Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Updated,Unit,Op Date,Sync Date,Serv,I39,Dev,Zone,System Impact Study Completed,Feasiblity Study Status,System Impact Study Status,Optional Interconnection Study Status,Facilities Study Status,Interconnection Agreement Status,Project Status
1401,controllable 345 kV ETU - Brayton Point to Pottersville,,Bristol,MA,,,,,,,6/7/2023,Withdrawn,6/30/2029,2/5/2025,,,2/5/2025,,12/31/2029,6/30/2029,,N,PD,SEMA,N,In Progress,,,,,
1400,Battery Storage,,Hartford,CT,"41.6317, -72.7289, Berlin 115 kV Substation",,BAT,101.97,101.97,101.97,5/18/2023,Withdrawn,7/31/2026,10/8/2025,,,10/8/2025,OT,12/31/2026,7/31/2026,CNR,N,PD,CT,N,,,,,,
1399,Battery Storage,,Hampden,MA,"The proposed POI is Buck Pond 115 kV substation, share gen leadline with QP1117.",,BAT,92.438,92.438,92.438,5/18/2023,Withdrawn,3/31/2027,10/11/2025,,,10/17/2025,OT,5/31/2027,3/31/2027,CNR,N,PD,WMA,N,,,,,,
1398,Battery Storage,,Worcester,MA,A newly constructed three-breaker ring bus that will sectionalize National Grid’s Fitzwilliam to Flagg Pond 115 kV transmission line I-135 at about 7.48 miles from the East Winchendon Substation and 6.34 miles from the Flagg Pond Substation,,BAT,101.97,101.97,101.97,5/8/2023,Withdrawn,7/31/2026,12/3/2024,,,12/4/2024,OT,12/31/2026,7/31/2026,CNR,N,PD,CMA,N,Document Posted,Not Started,,,,Under Study
1397,Battery Storage,,Worcester,MA,"42.31815556, -71.98500556, Treasure Valley 115 kV Substation",,BAT,100.24,100.2358,100.2358,5/5/2023,Withdrawn,7/31/2026,10/8/2025,,,10/8/2025,OT,12/31/2026,7/31/2026,CNR,N,PD,CMA,N,Document Posted,,,,,
1396,Battery Storage,,Providence,RI,"41.82919444, -71.52111667, Hartford 115 kV Substation",,BAT,101.97,101.97,101.97,5/5/2023,Withdrawn,7/31/2026,10/8/2025,,,10/8/2025,OT,12/31/2026,7/31/2026,CNR,N,PD,RI,N,Document Posted,,,,,
1395,Battery Storage,,Hampshire,MA,National Grid 115 kV Line 1134,,BAT,20.0,20.0,20.0,5/5/2023,Withdrawn,6/30/2027,5/22/2023,,,10/13/2023,OT,6/30/2027,6/30/2027,CNR,N,PD,WMA,N,,,,,,
1394,Battery Storage Addition,,Middlesex,CT,POI between 10F-2T-2 and 10F-1T-1 breakers on the 345 kV bus; Northeast Utilities 11631 Substation - Middletown.,,BAT,0.0,284.05,284.05,5/4/2023,Withdrawn,5/1/2026,10/10/2025,,,10/10/2025,OT,7/1/2026,5/1/2026,CNR,N,PD,CT,N,,,,,,
1393,Gas Turbine,,Fairfield,CT,Eversource Middleriver substation 115kv,,NG,233.0,233.0,233.0,5/3/2023,Withdrawn,5/4/2026,9/13/2023,,,9/13/2023,GT,6/1/2026,5/4/2026,CNR,N,PD,SWCT,N,,,,,,
1392,Battery Storage,,New Haven,CT,"Latitude: 41.492036°, Longitude: -72.762080° -Owner: Connecticut Light and Power Company, Voltage 115 kV, Substation Name: North Wallingford 115 kV Station.",,BAT,53.74,53.74,53.74,5/3/2023,Withdrawn,8/15/2026,9/23/2025,,,9/23/2025,OT,9/15/2026,8/15/2026,CNR,N,PD,CT,N,,,,,,
1391,Wind CNR,,Washington,ME,Keene Rd Substation via through a 115kV Line 56 from Stetson Mountain115/34.5kV substation,,WND,0.0,26.01,26.01,4/28/2023,Completed,9/30/2009,,,,4/14/2026,WT,4/9/2026,9/30/2009,CNR,N,,BHE,N,,Not Required,,,Executed,
1390,Wind CNR,,Hancock,ME,Bull Hill 115 kV Switching Station,,WND,0.0,34.485,34.485,4/28/2023,Withdrawn,11/1/2023,10/11/2025,,,10/17/2025,WT,11/1/2023,11/1/2023,CNR,N,,BHE,N,,Not Required,,,,
1389,Wind CNR,,Washington,ME,Keene Rd Substation via through a 115kV Line 56 from Stetson Mountain115/34.5kV substation,,WND,0.0,58.14,58.14,4/28/2023,Completed,10/15/2008,,,,4/14/2026,WT,4/9/2026,10/15/2008,CNR,N,,BHE,N,,Not Required,,,Executed,
1388,Wind CNR,,Penobscot,ME,Keene Rd Substation via through a 115kV Line 55 & Line 56 from Rollins Mountain115/34.5kV,,WND,0.0,61.2,61.2,4/28/2023,Completed,7/15/2010,,,,4/14/2026,WT,4/9/2026,7/15/2010,CNR,N,,BHE,N,,Not Required,,,Executed,
1387,Non-controllable objective ETU to enable 1200 MW offshore wind/300 MW solar at Crystal Springs sub,,Plymouth,MA,,,,,,,4/27/2023,Withdrawn,12/31/2029,11/12/2024,,,11/13/2024,,12/30/2030,12/31/2029,,N,PD,SEMA,N,In Progress,,,,,Under Study
1386,Battery Storage,,Berkshire,MA,"National Grid Berkshire - Plainfield 115 kV line Lat/Long: 42.49627608454711, -73.01015449707741",,BAT,100.0,100.0,100.0,4/26/2023,Withdrawn,10/31/2026,10/4/2024,,,10/4/2024,OT,12/31/2026,10/31/2026,CNR,N,PD,WMA,N,In Progress,,,,,Under Study
1385,Battery Storage,,Worcester,MA,National Grid's: Bellows Fall (37.18 mi) - E. Winchendon Tap (2.07 mi) 115kV line (J136N),,BAT,200.0,233.0,233.0,4/26/2023,Withdrawn,9/1/2026,7/29/2024,,,10/23/2024,OT,12/31/2026,9/1/2026,NR,N,PD,CMA,N,In Progress,,,,,
1384,Battery Storage,,Worcester,MA,"National Grid's Pratts Junction - Sandy Pond L138W-2 line (115 kV). 2.92 miles from Pratts Junction and 11.95 miles from Sandy Pond (on 115 kV line). Coordinates: 42.493249051839484, -71.7028083287439",,BAT,300.0,300.0,300.0,4/26/2023,Withdrawn,9/1/2026,7/29/2024,,,10/23/2024,OT,12/31/2026,9/1/2026,CNR,N,PD,CMA,N,Document Posted,Not Started,,,,
1383,Solar and Battery,,Penoboscot,ME,"44°46'22.13""N, 68°29'5.84""W new switching station to tie into Versant 115 kV line in Clifton",ISO-NE,SUN BAT,139.0,139.0,139.0,4/13/2023,Withdrawn,9/1/2028,12/15/2023,,,12/15/2023,PV,12/31/2028,9/1/2028,CNR,N,,BHE,N,Document Posted,Not Started,,,,Under Study
1382,Vineyard Offshore Wind CNR,,,MA,Eversource (NSTAR) 115kV Barnstable Switch Station (958),ISO-NE,WND,0.0,843.2,843.2,4/11/2023,Completed,1/2/2024,,,,4/27/2026,WT,4/24/2026,1/2/2024,CNR,N,,SEMA,N,,,,,,
1381,1200 MW (+/- 400 kV) HVDC External ETU,,Grafton,NH,"In New Hampshire, the point of interconnection is near the old Monroe yard (AC capacitors and reactors and Phase II filters presently reside in this yard). The project will tie into the currently existing Comerford 230 kV substation. The northern section of the project will connect with the Hydro-Quebec system at the US-Canada border near Canaan, Vermont.",ISO-NE,,1200.0,,,4/11/2023,Withdrawn,1/1/2029,3/26/2025,,,3/27/2025,,7/1/2029,1/1/2029,NI,N,,NH,N,In Progress,,,,,Under Study
1380,Fuel Cell CNR,,Hartford,CT,The electrical connection where Eversource's 69 kV 680 line span from pole 2742 connects to the Farmington River Power Company's 680 line at pole 2743's insulator.,,FC,0.0,20.1,20.1,4/6/2023,Completed,5/28/2024,,,,1/14/2025,FC,12/12/2024,5/28/2024,CNR,N,,CT,N,,,,,Executed,In Service
1379,Solar,,Aroostook,ME,Pittsfield Station. Pittsfield 345 kV substation is located between the existing Orrington - Albion Road line (3023) near the town of Pittsfield.,,SUN,218.4,218.4,218.4,4/6/2023,Withdrawn,9/30/2028,10/11/2025,,,10/17/2025,PV,10/31/2028,9/30/2028,CNR,N,PD,BHE,N,,,,,,
1378,Battery Storage,,Windsor,VT,"Vermont Electric Power Company, Ascutney 115 kV.",,BAT,105.0,105.0,105.0,4/3/2023,Withdrawn,3/8/2027,12/12/2023,,,12/12/2023,OT,4/8/2027,3/8/2027,CNR,N,PD,VT,N,In Progress,,,,,Under Study
1377,Battery Storage,,Windsor,VT,"Vermont Electric Power Company, Coolidge 115 kV",,BAT,180.0,180.0,180.0,4/3/2023,Withdrawn,3/8/2027,12/12/2023,,,12/12/2023,OT,4/8/2027,3/8/2027,CNR,N,,VT,N,In Progress,,,,,Under Study
1376,Battery Storage,,New Haven,CT,"115KV Line #1640 between Devon 2 & Wallingford substations, approximately 2.15 circuit miles from Wallingford substation",,BAT,325.7,325.7,325.7,3/29/2023,Withdrawn,3/1/2027,10/8/2024,,,10/9/2024,OT,4/1/2027,3/1/2027,CNR,N,PD,CT,N,Document Posted,,,,,
1375,Wind,,Aroostook,ME,Pittsfield Station. Pittsfield 345 kV substation is located between the existing Orrington - Albion Road line (3023) near the town of Pittsfield.,,WND,217.0,217.0,217.0,3/29/2023,Withdrawn,10/8/2026,10/11/2025,,,10/17/2025,WT,12/9/2026,10/8/2026,CNR,N,PD,BHE,N,,,,,,
1374,Battery Storage,,Merrimack,NH,Eversource 115 kV Line C196.,,BAT,226.0,226.0,226.0,3/28/2023,Withdrawn,3/31/2027,10/11/2025,,,10/17/2025,OT,4/7/2027,3/31/2027,CNR,N,PD,NH,N,Document Posted,,,,,
1373,Battery Storage Increase (QP1362),,Norfolk,MA,Eversource's West Medway 345kV station,,BAT,140.48,743.0,743.0,3/15/2023,Withdrawn,6/25/2027,10/10/2025,,,10/10/2025,OT,11/12/2027,6/25/2027,CNR,N,PD,SEMA,N,,,,,,
1372,Non-controllable ETU - bi-directional,,Lincoln,ME,New 345 kV Transmission Line from Maine Yankee 345 Substation (existing) to Coopers Mills 345 Substation (existing),,,,,,3/15/2023,Withdrawn,6/1/2028,5/3/2023,,,5/3/2023,,6/1/2028,6/1/2028,,N,,ME,N,,,,,,
1371,Non-controllable ETU - N to S flow only,,Somerset /Lincoln,ME,New Pittsfield Substation lat/long 44.795/-69.386 Existing Coopers Mills 345 kV Station lat/long 44.2966/-69.556771,,,,,,3/15/2023,Withdrawn,6/1/2028,8/13/2025,,,8/13/2025,,6/1/2028,6/1/2028,,N,,ME,N,,,,,,
1370,1200 MW non-controllable ETU - N to S flow only,,Aroostook/Somerset,ME,Transmission line connects between the new Aroostook station and Pittsfield station. Pittsfield 345 kV substation is located between the existing Orrington - Albion Road line in Somerset county at Lat/Long 44.795/-69.386. The Aroostook station will be located in Aroostook county at Lat/Long 45.7634/-68.0278,,,1200.0,,,3/15/2023,Withdrawn,6/1/2028,8/13/2025,,,8/13/2025,,6/1/2028,6/1/2028,,N,,ME,N,,,,,,
1369,Athens 115 kV SS - CMP Wyman Area Study,,Somerset,ME,"CMP Athens substation, Circuit 827D2",CMP,SUN,1.992,1.992,1.992,3/8/2023,Withdrawn,,6/13/2025,,,6/16/2025,PV,12/31/2024,,,Y,PD,ME,Y,,,,,,
1368,Battery Storage,,Essex,MA,National Grid 115KV Line Q169 - Approximately 0.5 Miles from Lynn Substation,,BAT,240.8,240.8,240.8,3/9/2023,Withdrawn,3/1/2027,4/12/2023,,,4/12/2023,OT,4/1/2027,3/1/2027,CNR,N,PD,BOST,N,,,,,,
1367,Battery Storage,,Bristol,MA,National Grid 115KV Line U6 between Pottersville and Bridgewater substations - approximately 6.1 circuit miles from Bridgewater substation,,BAT,271.4,271.4,271.4,3/9/2023,Withdrawn,3/1/2027,11/30/2023,,,12/5/2023,OT,4/1/2027,3/1/2027,CNR,N,PD,SEMA,N,In Progress,,,,,Under Study
1366,Battery Storage,,Fairfield,CT,Peaceable 115 kV station,,BAT,200.84,200.84,200.84,3/9/2023,Withdrawn,6/12/2026,8/19/2024,,,8/19/2024,OT,11/20/2026,6/12/2026,CNR,N,PD,SWCT,N,Document Posted,,,,,
1365,Battery Storage,,Hampden,MA,Connect to South Agawam 115 kV switchyard,,BAT,250.0,254.2,254.2,3/9/2023,Active,1/29/2029,,,,8/21/2026,OT,6/30/2029,1/29/2029,CNR,N,PD,WMA,N,Document Posted,,,,In Progress,
1364,Battery Storage,,Rockingham,NH,Timber Swamp Rd 345 kV station,,BAT,401.68,401.68,401.68,3/1/2023,Withdrawn,6/12/2026,1/13/2025,,,1/13/2025,OT,11/20/2026,6/12/2026,CNR,N,PD,NH,N,Document Posted,Not Started,,,,Under Study
1363,Battery Storage,,Hampden,MA,Ludlow 345 kV station,,BAT,301.26,301.26,301.26,3/1/2023,Withdrawn,6/12/2026,10/10/2025,,,10/10/2025,OT,11/20/2026,6/12/2026,CNR,N,PD,WMA,N,Document Posted,,,,,
1362,Battery Storage Increase (QP1238),,Norfolk,MA,Eversource's West Medway 345kV station,,BAT,301.26,602.52,602.52,2/24/2023,Withdrawn,6/25/2027,10/10/2025,,,10/10/2025,OT,11/12/2027,6/25/2027,CNR,N,PD,SEMA,N,,,,,,
1361,Offshore Wind,,,MA,"RIE, Jepson 115 kV Substation",,WND,882.0,882.0,882.0,2/24/2023,Withdrawn,10/1/2029,9/8/2023,,,9/8/2023,WT,2/15/2030,10/1/2029,CNR,N,PD,SEMA,N,In Progress,,,,,
1360,Battery Storage,,Middlesex,CT,"CLP 11C Haddam, Circuit 11C13",,BAT,10.0,10.0,10.0,2/22/2023,Withdrawn,6/1/2024,6/13/2025,,,6/16/2025,OT,6/15/2024,6/1/2024,,N,PD,CT,N,,,,,,
1359,Fuel Cell,,Hartford,CT,"CLP Northwest Hartford 2N, Circuit 2N14",,FC,1.84,1.84,1.84,2/22/2023,Withdrawn,11/30/2024,6/13/2025,,,6/16/2025,FC,12/31/2024,11/30/2024,,N,,CT,N,,,,,,
1358,Battery Storage,,Hartford,CT,Tap on South Windsor to Manchester 115kV line.,,BAT,100.0,100.0,100.0,2/21/2023,Withdrawn,6/30/2026,10/11/2025,,,10/17/2025,OT,7/31/2026,6/30/2026,CNR,N,PD,CT,N,,,,,,
1357,Solar Increase,,Hartford,CT,"To interconnect at the POI of Gravel Pit Solar (QP 1030 + QP 1247), as an increase to QP 1030 and QP1247, the POI is the new Gravel Pit Solar substation at the new three-breaker ring bus on the 115 kV Connecticut Light & Power Company 1200 line between Barbour Hill and Windsor Locks.",,SUN,5.0,152.045,152.045,2/16/2023,Active,10/1/2027,,,,3/9/2026,PV,11/15/2027,10/1/2027,NR,Y,PD,CT,Y,,Document Posted,,,Executed,
1356,(Offshore wind Increase (Q700 +Q1154),,,MA,Eversource 345kV West Barnstable (921),,WND,38.8,895.0,895.0,2/9/2023,Withdrawn,3/14/2026,10/14/2024,,,10/15/2024,WT,10/30/2026,3/14/2026,CNR,N,PD,SEMA,N,,,,,,
1355,Battery Storage,,New Haven,CT,POI is the Devon 115 kV Bus 2 between 7R-19T2 and 7R-23T-2 breakers,,BAT,136.32,136.32,136.32,2/6/2023,Withdrawn,9/1/2027,10/10/2025,,,10/10/2025,OT,10/1/2027,9/1/2027,NR,N,PD,SWCT,N,,,,,,
1354,Battery Storage,,Middlesex,CT,POI between 5A-5T-2 and 5A-6T-2; Northeast Utilities 11631 Substation - Middletown,,BAT,289.29,289.29,289.29,2/6/2023,Withdrawn,9/1/2024,4/13/2023,,,4/13/2023,OT,10/1/2024,9/1/2024,CNR,N,PD,CT,N,,,,,,
1353,Battery Storage,,New London,CT,Montville 4J between 4J-11T-2 and 4J-12T-2. Interconnected with Montville Unit 6. New Montville Unit 6 Generator breaker will be installed for sync control.,,BAT,289.29,289.29,289.29,2/6/2023,Withdrawn,9/1/2027,10/10/2025,,,10/10/2025,OT,10/1/2027,9/1/2027,CNR,N,PD,CT,N,,,,,,
1352,Battery Storage,,New Haven,CT,POI: East Shore Substation 115 kV,,BAT,262.68,262.68,262.68,2/6/2023,Withdrawn,9/1/2027,10/10/2025,,,10/10/2025,OT,10/1/2027,9/1/2027,CNR,N,PD,CT,N,,,,,,
1351,Battery Storage,,Fairfield,CT,"Owner: UI, Substation: Singer 345 kV",,BAT,156.24,156.24,156.24,2/6/2023,Withdrawn,8/1/2027,10/10/2025,,,10/10/2025,OT,10/1/2027,8/1/2027,CNR,N,PD,SWCT,N,,,,,,
1350,1200 MW Controllable ETU,,,RI,"POI at Rhode Island Energy's Kent county Substations, See assocation reference drawings",,,1200.0,,,1/31/2023,Withdrawn,9/1/2029,8/24/2023,,,8/24/2023,,12/31/2029,9/1/2029,,N,PD,RI,N,,,,,,
1349,Scitico DG Cluster,,Hartford,CT,Eversource Scitico 27H/27H1,,SUN BAT,5.2,5.2,5.2,1/26/2023,Withdrawn,7/1/2023,6/13/2025,,,6/16/2025,OT,12/31/2023,7/1/2023,,N,PD,CT,N,,,,,,
1348,Battery Storage,,Middlesex,CT,Eversource Portland 21H,,BAT,5.057,5.057,5.057,1/26/2023,Withdrawn,6/25/2025,6/13/2025,,,6/16/2025,OT,7/27/2025,6/25/2025,,N,PD,CT,N,,,,,,
1347,Enfield DG Cluster,,Hartford,CT,Eversource Enfield 12C/Windsor Locks 14K,,SUN BAT,18.77,18.77,18.77,1/26/2023,Withdrawn,12/31/2023,6/13/2025,,,6/16/2025,OT,7/27/2025,12/31/2023,,N,PD,CT,N,,,,,,
1346,Battery Storage,,Hartford,CT,"Eversource, North Bloomfield Substation, 345kV BUS.",,BAT,196.468,196.468,196.468,1/12/2023,Withdrawn,9/8/2026,10/9/2024,,,10/9/2024,OT,9/15/2026,9/8/2026,CNR,N,PD,CT,N,In Progress,,,,,
1345,Battery Storage,,New London,CT,"Shunock 115kV Substation, Pendleton Hill Substation, North Stonington, CT 06359",,BAT,75.0,75.0,75.0,1/10/2023,Withdrawn,4/1/2028,10/11/2025,,,2/17/2026,OT,6/1/2028,4/1/2028,CNR,N,PD,CT,N,,,,,,
1344,Offshore Wind CNR only,,,MA,Eversource 345 kV West Barnstable Substation,,WND,0.0,827.0,827.0,12/28/2022,Withdrawn,8/15/2025,10/11/2025,,,10/17/2025,WT,10/15/2025,8/15/2025,CNR,N,,SEMA,N,,,,,,
1343,Offshore Wind,,,MA,National Grid 115 kV Pottersville,,WND,1200.0,1200.0,1200.0,12/19/2022,Withdrawn,7/15/2029,10/10/2025,,,10/10/2025,WT,12/15/2029,7/15/2029,CNR,N,,SEMA,N,Document Posted,,,,,
1342,Western Maine Wind CNR,,Somerset,ME,"CMP 115 kV Section 222 - coordinates 45° 9'30.90""N, 69°51'1.40""W",,WND,0.0,58.8,58.8,12/15/2022,Withdrawn,4/29/2025,10/11/2025,,,10/17/2025,WT,9/24/2025,4/29/2025,CNR,N,,ME,N,,,,,,
1341,Battery Storage,,Bristol,MA,"National Grid's Brayton Point 345kV Substation, Somerset MA.",,BAT,117.3,667.425,667.425,12/6/2022,Withdrawn,6/15/2027,1/30/2023,,,1/30/2023,OT,6/30/2027,6/15/2027,CNR,N,PD,SEMA,N,,,,,,
1340,Battery Storage,,Bristol,MA,"National Grid's Brayton Point 345kV Substation, Somerset MA.",,BAT,292.52,550.12,550.12,12/6/2022,Withdrawn,6/15/2027,1/30/2023,,,1/30/2023,OT,6/30/2027,6/15/2027,CNR,N,PD,SEMA,N,,,,,,
1339,Battery Storage,,Bristol,MA,"National Grid's Brayton Point 345kV Substation, Somerset MA.",,BAT,257.06,257.06,257.06,12/6/2022,Withdrawn,6/15/2027,1/30/2023,,,1/30/2023,OT,6/30/2027,6/15/2027,CNR,N,PD,SEMA,N,,,,,,
1338,Battery Storage,,Hampden,MA,"Agawam to Ludlow - 345kV line, 2.5 miles west of Ludlow substation",ISO-NE,BAT,275.06,275.06,275.06,12/6/2022,Withdrawn,6/15/2027,7/30/2024,,,7/30/2024,OT,6/30/2027,6/15/2027,CNR,N,PD,WMA,Y,,Document Posted,,,Not Started,
1337,Battery Storage,,Berkshire,MA,"7,500' to Adams - NG Q117 VEL - 65,000' Bennington 115 kV line (42.72482385, -73.09931100). (The project site is on the western side of the transmission line off a gravel bank road and on the opposite side of the small solar array)",,BAT,130.0,130.0,130.0,11/22/2022,Withdrawn,7/1/2026,11/17/2023,,,11/17/2023,OT,12/31/2026,7/1/2026,CNR,N,PD,WMA,N,Document Posted,Not Started,,,,Under Study
1336,Battery Storage,,Worcester,MA,Carpenter Hill - North Oxford - Millbury #2 115 kV (V-174) line (2.57 miles from the N. Oxford substation and 6.92 miles from the Millbury #2 substation).,,BAT,130.0,130.0,130.0,11/22/2022,Withdrawn,7/1/2026,1/5/2024,,,1/5/2024,OT,12/31/2026,7/1/2026,CNR,N,PD,CMA,N,Document Posted,Not Started,,,,Under Study
1335,Battery Storage,,Bristol,MA,"Non-PTF 115KV lines ET and W owned by TMLP between Cleary Flood Substation and Substation #16 (W Water St), approximately 1.26 miles from Cleary Flood. Project would interconnect half of the net MW capability to each line.",,BAT,205.8,205.8,205.8,11/10/2022,Withdrawn,3/1/2027,10/8/2024,,,10/9/2024,OT,4/1/2027,3/1/2027,CNR,N,PD,SEMA,N,Document Posted,Not Started,,,,
1334,Battery Storage,,New London,CT,"115 kV line 1070 between Ft Hill Farms and Stockhouse Substations, interconnected by a new three-breaker ring bus approximately 2.5 miles from Ft Hill Farms substation.",,BAT,93.2,93.2,93.2,11/10/2022,Withdrawn,4/1/2027,10/8/2024,,,10/9/2024,OT,5/1/2027,4/1/2027,CNR,N,PD,CT,N,,Not Started,,,,
1333,2400 controllable ETU - unidirectional,,,CT,1. Singer 345kV Substation existing available circuit breaker position and new circuit breaker position. 2. Offshore platform at the MA/RI BOEM Wind Energy Areas,,,1100.0,,,11/8/2022,Withdrawn,3/31/2028,1/30/2024,,,1/30/2024,,5/31/2028,3/31/2028,,N,,SWCT,N,Not Started,,,,,Under Study
1332,Enable 1200 MW injection at Mystic,,,MA,,,,1200.0,,,11/8/2022,Withdrawn,5/1/2029,11/22/2023,,,11/22/2023,,12/30/2029,5/1/2029,,N,PD,BOST,N,Document Posted,Not Started,,,,Under Study
1331,Battery Storage,,Hampden,MA,"Interconnecting to POI coordinates (42.148537, -72.300019) on 115 kV Transmission line X-176, approximately 0.3 miles north of Palmer #503 substation and 5.76 miles from Thorndike #523 substation.",,BAT,300.0,300.0,300.0,11/2/2022,Withdrawn,12/16/2025,12/19/2023,,,12/19/2023,OT,12/23/2025,12/16/2025,CNR,N,PD,WMA,N,Document Posted,Not Started,,,,Under Study
1330,Solar,,Sullivan,NH,"43.177488°, -72.434553° - National Grid 115kV line",,SUN,46.5,46.5,46.5,11/1/2022,Withdrawn,11/17/2023,12/16/2022,,,12/19/2022,PV,12/20/2023,11/17/2023,CNR,N,,NH,N,,,,,,
1329,Solar,,Grafton,NH,"POI: (44.321330°, -72.003124°), National Grid's PTF 230 kV bus at Comerford No. 18 station",,SUN,54.4,54.4,54.4,10/24/2022,Withdrawn,5/15/2024,5/19/2023,,,5/19/2023,PV,6/5/2024,5/15/2024,CNR,N,PD,NH,N,Document Posted,,,,,Under Study
1328,Solar,,Grafton,NH,"44.336047°, -71.874785°, National Grid 230 kV Substation",,SUN,21.44,21.44,21.44,10/24/2022,Withdrawn,5/15/2024,4/27/2023,,,4/28/2023,PV,6/5/2024,5/15/2024,CNR,N,PD,NH,N,In Progress,,,,,Under Study
1327,Battery Storage,,Norfolk,MA,West Walpole substation,,BAT,270.0,270.0,270.0,10/20/2022,Withdrawn,11/2/2023,2/14/2023,,,2/14/2023,OT,12/2/2023,11/2/2023,CNR,N,PD,SEMA,N,,,,,,
1326,Battery Storage,,Kent,RI,"Line tap on the S-171 South 115 kV transmission line, roughly 4 miles from West Cranston Substation and 1.5 miles from Drumrock Substation.",,BAT,40.0,40.0,40.0,10/19/2022,Withdrawn,12/15/2027,10/13/2023,,,10/13/2023,OT,12/30/2027,12/15/2027,NR,N,PD,RI,N,Document Posted,Not Started,,,,Under Study
1325,Battery Storage,,Providence,RI,"NEP transmission line: 345 kV line 359, approximately 10.55 miles from West Farnum and 10.81 miles from Kent County substations.",,BAT,305.0,307.8,307.8,10/19/2022,Withdrawn,12/15/2027,5/31/2024,,,6/4/2024,OT,12/30/2027,12/15/2027,CNR,N,PD,RI,N,Document Posted,Not Started,,,,Under Study
1324,Battery Storage,,Providence,RI,115 kV Line T-172N approximately 1.38 mi from Farnum Pike and 1.09 mi from Putnam Pike Substations,,BAT,55.0,55.0,55.0,10/18/2022,Withdrawn,12/15/2027,10/23/2024,,,10/27/2024,OT,12/30/2027,12/15/2027,CNR,N,PD,RI,N,Document Posted,Not Started,,,,Under Study
1323,Non-controllable ETU from Line 3023 substation to Coopers Mills substation,,,ME,"New substation on line 3023 (per QP1227 ) to Coopers Mills Substation, Windsor Kennebec, ME, 04363",,,,,,10/11/2022,Withdrawn,10/8/2027,11/2/2022,,,11/28/2022,,12/31/2027,10/8/2027,,N,PD,ME,N,,,,,,
1322,Non-controllable ETU from Line 388 substation to Coopers Mills substation,,,ME,"New substation on line 388 (per QP1228 ) to Coopers Mills Substation, Windsor Kennebec, ME, 04363",,,,,,10/11/2022,Withdrawn,10/8/2027,11/2/2022,,,11/28/2022,,12/31/2027,10/8/2027,,N,PD,ME,N,,,,,,
1321,NEP LNS,,Somerset,MA,NEP 115 kV Brayton Point,,,17.56,17.56,17.56,10/6/2022,Withdrawn,12/1/2024,11/30/2022,,,12/1/2022,,12/1/2024,12/1/2024,,N,PD,SEMA,N,,,,,,
1320,Battery Storage,,Worcester,MA,National Grid 115KV Line R144 between Millbury No. 2 and Woonsocket substations - approximately 5.8 circuit miles from Woonsocket substation.,,BAT,203.95,203.95,203.95,10/7/2022,Active,11/22/2026,,,,5/5/2025,OT,2/23/2027,11/22/2026,CNR,Y,PD,SEMA,Y,,Document Posted,,,Executed,
1319,Battery Storage,,Litchfield,CT,115 kV line between Rocky River and Bulls Bridge substations,,BAT,141.6,141.6,141.6,10/7/2022,Active,5/1/2029,,,,11/12/2025,OT,6/1/2029,5/1/2029,CNR,Y,,CT,Y,,Document Posted,,,Executed,
1318,GRID LNS,,Middlesex/Worcester,MA,GRID 69 kV transmission lines U-21S and U-21E,,,9.0,45.0,39.0,10/3/2022,Withdrawn,10/1/2023,7/3/2023,,,7/20/2023,,10/3/2023,10/1/2023,,N,PD,CMA,N,,,,,,
1317,non-controllable objective ETU to enable 1200 MW injection near Norwalk substation,,Fairfield,CT,,,,,,,9/30/2022,Withdrawn,5/1/2029,1/18/2024,,,1/18/2024,,12/30/2029,5/1/2029,,N,,SWCT,N,Document Posted,Not Started,,,,Under Study
1316,Solar plus Battery,,Cheshire,NH,Eversource 115kV line L163,,SUN BAT,102.0,102.0,102.0,9/30/2022,Withdrawn,10/28/2027,8/25/2023,,,8/28/2023,OT,10/28/2027,10/28/2027,CNR,N,,NH,N,In Progress,,,,,Under Study
1315,Battery Storage,,Windham,CT,"Eversource Killingly Substation,115kV BUS, Tracy Rd, Killingly, CT 06241, 41.881384, -71.891162",,BAT,106.97,106.97,106.97,9/29/2022,Withdrawn,6/9/2026,10/2/2024,,,10/2/2024,OT,6/12/2026,6/9/2026,CNR,N,PD,CT,N,In Progress,,,,,
1314,Offshore Wind,,,MA,"Eversource 115kV Acushnet, lines 112/114",,WND,470.0,470.0,470.0,9/27/2022,Withdrawn,9/1/2029,10/14/2024,,,10/15/2024,WT,11/1/2029,9/1/2029,NR,N,PD,SEMA,N,,Not Started,,,,Under Study
1313,NY ETU QP1125,,St. Lawrence-Lewis,NY,Moses/Adirondack/Poter Path,,,0.0,0.0,0.0,9/23/2022,Active,12/1/2025,,,,9/26/2022,,12/31/2025,12/1/2025,,N,PD,,N,,,,,,
1312,non-controllable ETU - inc the simultaneous injection capacity to 2400 MW at Brayton Pt 345 kV sub,,Somerset,MA,,,,,,,9/26/2022,Withdrawn,9/29/2028,10/10/2025,,,10/10/2025,,12/30/2028,9/29/2028,,N,PD,RI,N,Document Posted,,,,,
