Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Proposed In-Service Date,Proposed Initial-Sync Date,Last Updated Date,Z,S,Availability of Studies,SGIA Tender Date
C24-130,Elevate Bethlehem,,Albany,NY,Albany Steam 115 kV Substation,NM-NG,Energy Storage,120.0,120.0,120.0,2024-09-05,Active,2028-06-01,,,,,,2025-11-30 00:00:00,,,,
C24-131,Elevate Arthur Kill II,,Richmond,NY,Fresh Kills 345 kV substation,ConEd,Energy Storage,180.0,180.0,180.0,2024-09-05,Active,2028-06-01,,,,,,2025-11-30 00:00:00,,,,
C24-135,Cayuga Solar,,Tompkins,NY,Milliken 115 kV Substation,NYSEG,Solar,60.0,60.0,60.0,2024-09-06,Active,2028-12-01,,,,,,2025-12-31 00:00:00,,,,
C24-138,Marathon BESS,,Suffolk,NY,Greenlawn 138kV,LIPA,Energy Storage,135.0,135.0,135.0,2024-09-06,Active,2028-02-01,,,,,,2026-01-31 00:00:00,,,,
C24-139,Valcour Storage,,Clinton,NY,Patnode 230 kV substation,NYPA,Energy Storage,150.0,150.0,150.0,2024-09-09,Active,2028-12-01,,,,,,2025-12-31 00:00:00,,,,
C24-148,Willard Storage,,Rensselaer,NY,Eastover 115kV,NM-NG,Energy Storage,300.0,300.0,300.0,2024-09-10,Active,2028-12-01,,,,,,2026-01-31 00:00:00,,,,
C24-154,Sandlot IFB,,Suffolk,NY,Deposit - Indian Head 69 kV Line,LIPA,Energy Storage,50.0,50.0,50.0,2024-09-11,Active,2028-02-01,,,,,,2026-01-31 00:00:00,,,,
C24-162,Ramadi Utility Storage,,Suffolk,NY,William Floyd to West Yaphank 69kV,LIPA,Energy Storage,140.0,140.0,140.0,2024-09-13,Active,2028-04-01,,,,,,2025-12-31 00:00:00,,,,
C24-163,Porter Energy Storage,,Essex,NY,Hague Road to Ticonderoga 115 kV line 4,NM-NG,Energy Storage,50.0,50.0,50.0,2024-09-15,Active,2028-12-01,,,,,,2026-01-31 00:00:00,,,,
C24-165,KCE NY 38,,Columbia,NY,Churchtown 115 kV Substation,Transco,Energy Storage,250.0,250.0,250.0,2024-09-16,Active,2029-12-01,,,,,,2025-12-31 00:00:00,,,,
C24-167,KCE NY 37,,Suffolk,NY,Sills Rd - Brookhaven 138 kV line,LIPA,Energy Storage,150.0,150.0,150.0,2024-09-16,Active,2029-12-01,,,,,,2025-12-31 00:00:00,,,,
C24-173,KCE NY 34,,Ulster,NY,Saugerties 69 kV,CHGE,Energy Storage,100.0,100.0,100.0,2024-09-17,Active,2029-12-01,,,,,,2025-12-31 00:00:00,,,,
C24-175,Stargazer I,,McKean,PA,Homer City to Pierce Brook 345 kV Line,NYSEG,,325.0,325.0,325.0,2024-09-17,Active,2029-07-01,,,,,,2025-12-31 00:00:00,,,,
C24-176,Stargazer II,,McKean,PA,Homer City to Pierce Brook 345 kV Line,NYSEG,,325.0,325.0,325.0,2024-09-17,Active,2029-07-01,,,,,,2025-12-31 00:00:00,,,,
C24-178,Gowanus Energy Storage,,Kings,NY,Gowanus 138kV Substation,ConEd,Energy Storage,150.0,150.0,150.0,2024-09-17,Active,2028-06-01,,,,,,2026-01-31 00:00:00,,,,
C24-182,Southern Tier Energy Center,,Tioga,NY,Oakdale 130755 - Watercure 130757 345 kV line,NYSEG,Energy Storage,200.0,200.0,200.0,2024-09-17,Active,2029-12-01,,,,,,2025-02-28 00:00:00,,,,
C24-183,East Setauket Storage II,,Suffolk,NY,Holbrook - North Shore Beach 138kV,LIPA,Energy Storage,248.0,248.0,248.0,2024-09-17,Active,2029-12-01,,,,,,2026-01-31 00:00:00,,,,
C24-189,North Country Wind,,Franklin and Clinton,NY,Willis 230kV substation,NYPA,Wind,380.0,380.0,380.0,2024-09-18,Active,2029-06-01,,,,,,2025-02-28 00:00:00,,,,
C24-190,North Country Wind II,,Franklin and Clinton,NY,Willis-Haverstock 345kV HW1,NYPA,Wind,380.0,380.0,380.0,2024-09-18,Active,2029-06-01,,,,,,2025-02-28 00:00:00,,,,
C24-202,Brusselville Solar Energy Center,,Genesee,NY,Dysinger-New Rochester 345kV Line (DH2),NYPA,,170.0,170.0,170.0,2024-09-19,Active,2030-12-01,,,,,,2025-08-31 00:00:00,,,,
C24-205,Wheelhouse Energy Storage,,Schoharie,NY,Edic - Princetown Line #352,NYPA,Energy Storage,200.0,200.0,200.0,2024-09-19,Active,2030-12-01,,,,,,2025-02-28 00:00:00,,,,
C24-207,Trelina Energy Storage,,"Seneca, Ontario",NY,Border City to Station 168 115 kV,NYSEG,Energy Storage,120.0,120.0,120.0,2024-09-19,Active,2030-12-01,,,,,,2025-02-28 00:00:00,,,,
C24-217,Bay Breeze solar,,Jefferson,NY,North Watertown (Lyme Junction)-Lyme Line 13 115 kV,NM-NG,Solar,150.0,150.0,150.0,2024-09-20,Active,2029-12-01,,,,,,2026-01-31 00:00:00,,,,
C24-224,Cohocton,,Steuben,NY,Bath - Spencer Hill (Howard) 115 kV,NYSEG,,130.0,130.0,130.0,2024-09-20,Active,2029-10-01,,,,,,2025-12-31 00:00:00,,,,
C24-225,Goldenrod Wind,,Chautauqua,NY,Moon Road-Hartfield 115kV Line159,NM-NG,Wind,39.0,39.0,39.0,2024-09-20,Active,2029-12-01,,,,,,2025-12-31 00:00:00,,,,
C24-230,Dewdrop Wind,,Chautauqua,NY,South Ripley Substation -Dunkirk Substation 230kV,NM-NG,Wind,62.0,62.0,62.0,2024-09-21,Active,2029-12-01,,,,,,2025-12-31 00:00:00,,,,
C24-233,Shallow Seam BESS,,Clearfield,PA,Homer City - Mainesburg 345kV Line (L47),NYSEG,Energy Storage,400.0,400.0,400.0,2024-09-22,Active,2029-03-01,,,,,,2025-11-30 00:00:00,,,,
C24-238,Zenobe Burns LLC,,Allegany,NY,Moraine Rd 115kV Substation,NYSEG,Energy Storage,100.0,100.0,100.0,2024-09-23,Active,2028-07-01,,,,,,2025-12-31 00:00:00,,,,
C24-253,Troy Heights Energy Storage,,Tompkins,NY,Coddington Substation 34.5 kV,NYSEG,Energy Storage,40.0,40.0,40.0,2024-09-23,Active,2028-12-01,,,,,,2026-02-28 00:00:00,,,,
C24-281,Brentwood Energy Storage,,Suffolk,NY,Brentwood 69 kV Substation,LIPA,Energy Storage,49.1,49.1,49.1,2024-09-25,Active,2028-08-01,,,,,,2025-03-31 00:00:00,,,,
C24-283,Resilient New York Energy Storage,,Richmond,NY,Goethals 345 kV,ConEd,Energy Storage,349.0,349.0,349.0,2024-09-25,Active,2028-12-01,,,,,,2026-03-31 00:00:00,,,,
C24-284,South Bronx Energy Storage,,Bronx,NY,Hell Gate 138 kV Substation,NYPA,Energy Storage,100.0,100.0,100.0,2024-09-25,Active,2030-12-01,,,,,,2026-01-31 00:00:00,,,,
C24-293,Oswego Clean Energy,,Oswego,NY,Oswego 115 kV Substation,NM-NG,Solar,24.9,24.9,24.9,2024-09-27,Active,2026-12-01,,,,,,2025-06-30 00:00:00,,,,
C24-300,Kimberlite Solar,,Clearfield,PA,Homer City - Mainesburg 345kV Line (L47),NYSEG,Solar,175.0,175.0,175.0,2024-09-30,Active,2029-03-01,,,,,,2025-02-28 00:00:00,,,,
C24-301,Moonlight Flats Solar,,Clearfield,PA,Homer City 345 kV to Mainesburg 345 kV L47,NYSEG,Solar,250.0,250.0,250.0,2024-09-30,Active,2029-03-01,,,,,,2025-02-28 00:00:00,,,,
C24-304-004,NY Chateaugay 0 Willis Rd Storage,,Franklin,NY,Willis 230kV substation,NYPA,Energy Storage,150.0,150.0,150.0,2024-10-01,Active,2028-04-01,,,,,,2026-01-31 00:00:00,,,,
C24-317,Leo Energy Storage,,Clinton,NY,Lyon Mountain 115 kV Substation,NYSEG,Energy Storage,75.0,75.0,75.0,2024-10-03,Active,2028-12-01,,,,,,2026-01-31 00:00:00,,,,
C24-318,Sherburne Storage,,Chenango,NY,County Line 46 kV Substation,NYSEG,Energy Storage,40.0,40.0,40.0,2024-10-04,Active,2028-12-01,,,,,,2026-02-28 00:00:00,,,,
C24-321,Jericho Solar,,Franklin,NY,NYPA's Willis Sub @115kV,NYPA,Solar,100.0,100.0,100.0,2024-10-07,Active,2029-10-01,,,,,,2025-11-30 00:00:00,,,,
C24-324,Overlook Storage,,Dutchess,NY,Pleasant Valley - Todd Hill 115 kV,CHGE,Energy Storage,199.0,199.0,199.0,2024-10-08,Active,2028-12-01,,,,,,2026-01-31 00:00:00,,,,
C24-326,Lockport Storage,,Niagara,NY,Robinson Road 230 kV,NYSEG,Energy Storage,180.0,180.0,180.0,2024-10-08,Active,2028-12-01,,,,,,2026-01-31 00:00:00,,,,
C24-331,Hell Gate Energy Storage,,Bronx,NY,Hell Gate 138kV,NYPA,Energy Storage,90.0,90.0,90.0,2024-10-09,Active,2028-12-01,,,,,,2025-03-31 00:00:00,,,,
C24-333,Pouch Energy Storage System,,Kings,NY,Fox Hills 138kV Substation,ConEd,Energy Storage,47.1,47.1,47.1,2024-10-09,Active,2028-12-01,,,,,,2025-03-31 00:00:00,,,,
C24-336,Mill Point Solar II,,Montgomery,NY,"Marcy - New Scotland 345kV, Line 18",NM-NG,,100.0,100.0,100.0,2024-10-10,Active,2028-12-01,,,,,,2025-12-31 00:00:00,,,,
C24-337,Aria Storage 1,,Dutchess,NY,East Fishkill 345 kV substation,ConEd,Energy Storage,100.0,100.0,100.0,2024-10-10,Active,2028-12-01,,,,,,2025-02-28 00:00:00,,,,
C24-338,Aria Storage 2,,Dutchess,NY,East Fishkill 345 kV,ConEd,Energy Storage,150.0,150.0,150.0,2024-10-10,Active,2028-12-01,,,,,,2025-02-28 00:00:00,,,,
C24-341,Marlboro Storage,,Ulster,NY,Marlboro 115kV Substation,CHGE,Energy Storage,100.0,100.0,100.0,2024-10-10,Active,2028-12-01,,,,,,2026-01-31 00:00:00,,,,
C24-352,Swiss Valley Energy Storage,,Wyoming,NY,Wethersfield 230 kV Substation,NYSEG,Energy Storage,300.0,300.0,300.0,2024-10-15,Active,2029-12-01,,,,,,2025-02-28 00:00:00,,,,
C24-358,Sugar Loaf Energy Storage I,,Orange,NY,Sugarloaf 138 kV Substation,O&R,Energy Storage,300.0,300.0,300.0,2024-10-15,Active,2029-12-01,,,,,,2025-02-28 00:00:00,,,,
C24-362,Amsterdam Solar,,Montgomery,NY,"Edic - Gordon Road 345 kV, Line 14",NM-NG,Solar,150.0,150.0,150.0,2024-10-15,Active,2028-07-01,,,,,,2025-12-31 00:00:00,,,,
C24-363,Town Line Solar CSR Phase I,,Sullivan,NY,Coopers Corner to Middletown Tap 345 kV Line,NYPA,,240.0,240.0,240.0,2024-10-15,Active,2030-05-01,,,,,,2025-12-31 00:00:00,,,,
C24-364,Erie Canal BESS,,Niagara,NY,Robinson Road 115 kV,NYSEG,Energy Storage,230.0,230.0,230.0,2024-10-15,Active,2029-02-01,,,,,,2026-01-31 00:00:00,,,,
C24-366,Azalea Wind 1,,Schuyler,NY,Montour Falls to Coddington Road 115kV,NYSEG,Wind,50.0,50.0,50.0,2024-10-15,Active,2029-12-01,,,,,,2025-02-28 00:00:00,,,,
C24-370,Azalea Wind 2,,Schuyler,NY,Montour Falls to Coddington Road 115kV,NYSEG,Wind,50.0,50.0,50.0,2024-10-15,Active,2029-12-01,,,,,,2025-02-28 00:00:00,,,,
CR24-1002,"West Babylon Internal Combustion (IC), Unit 4",,Suffolk,NY,West Babylon 13.8 kV,LIPA,,0.0,,,2024-09-27,Active,,,,,,,2025-02-28 00:00:00,,,,
CR24-1003,Bethlehem Energy Center Uprate,,Albany,NY,Albany Steam 115 kV,NM-NG,Natural Gas,0.0,,,2024-10-04,Active,2026-06-01,,,,,,2025-06-30 00:00:00,,,,
CR24-1004,Arthur Kill Unit 2 Uprate,,Richmond,NY,Freshkills 138kV,ConEd,Natural Gas,0.0,,,2024-10-04,Active,,,,,,,2025-06-30 00:00:00,,,,
0005,Torne Valley Station,Sithe Energies,,NY,Ramapo,CONED,,860.0,860,,1999-01-28,Withdrawn,,,,,,,,,0.0,,
0006,Sunset Energy Fleet,Sunset Energy Fleet LLC,,NY,Gowanus,CONED,,520.0,520,,1999-02-17,Withdrawn,,,,,,,,,0.0,,
0007,Ramapo Energy,American National Power,,NY,Ramapo,CONED,,1100.0,1100,,1999-02-23,Withdrawn,,,,,,,,,0.0,,
0008,Grassy Point,Columbia Electric Corp.,,NY,West Haverstraw,CONED,,1100.0,1100,,1999-02-23,Withdrawn,,,,,,,,,0.0,,
0009,Millennium 1,Millennium Power Gen Co. LLC,,NY,Hell Gate/Bruckner,CONED,,160.0,160,,1999-02-23,Withdrawn,,,,,,,,,0.0,,
0010,Millennium 2,Millennium Power Gen Co. LLC,,NY,Hell Gate/Bruckner,CONED,,320.0,320,,1999-02-23,Withdrawn,,,,,,,,,0.0,,
0012,East Coast Power Linden,"East Coast Power, LLC",Richmond-NJ,NY,Goethals 345kV,CONED,Steam Turbine,70.0,70,,1999-03-25,Withdrawn,,2008-07-10 00:00:00,,,,,,J,0.0,,
0013,Linden 7,"East Coast Power, LLC",Richmond-NJ,NY,Goethals 345kV,CONED,Steam Turbine,100.0,100,,1999-03-25,Withdrawn,,2008-07-10 00:00:00,,,,,,J,0.0,,
0014,Linden Plant Improvement,"East Coast Power, LLC",Richmond-NJ,NY,Goethals 345kV,CONED,Steam Turbine,20.0,20,,1999-03-25,Withdrawn,,2008-07-10 00:00:00,,,,,,J,0.0,,
0015,CT-LI AC Tie-line,AEP Resources Service Corp.,,NY,"Shoreham, Long Island",LIPA,,600.0,600,,1999-04-13,Withdrawn,,,,,,,,,0.0,,
0016,Oak Point Yard,"Oak Point Property, LLC",Bronx,NY,Hell Gate/Bruckner 138kV,CONED,Combined Cycle,500.0,500,,1999-04-15,Withdrawn,,2008-07-10 00:00:00,,,,,,J,0.0,,
0019,NYC Energy LLC,NYC Energy LLC,Kings,NY,Kent Ave 138kV,CONED,Combustion Turbine,79.9,79.9,,1999-05-07,Withdrawn,,2010-09-30 00:00:00,,,,,,J,0.0,,
0020,Spagnoli Road CC Unit,"KeySpan Energy, Inc.",Suffolk,NY,Spagnoli Road 138kV,LIPA,Combined Cycle,250.0,250,,1999-05-17,Withdrawn,,2012-03-01 00:00:00,,,,,,K,0.0,,
0021,Shoreham Gen Station,"KeySpan Energy, Inc.",,NY,Shoreham,LIPA,,250.0,250,,1999-05-17,Withdrawn,,,,,,,,,0.0,,
0022,Wawayanda Energy Center,Calpine Eastern Corporation,Orange,NY,Coop Corn-Rock Tav Lines 345kV,NYPA,Combined Cycle,500.0,500,,1999-06-10,Withdrawn,,2006-06-26 00:00:00,,,,,,,0.0,,
0023,Sullivan County Power Project,Calpine Eastern Corporation,Sullivan,NY,Coop Corn-Rock Tav Lines 345kV,NYPA,Combined Cycle,1080.0,1080,,1999-06-25,Withdrawn,,2006-03-31 00:00:00,,,,,,,0.0,,
0024,Astoria Repowering-Phase 1,Reliant Energy,Queens,NY,Astoria 138kV,CONED,Combined Cycle,367.0,367,,1999-07-13,Withdrawn,,2006-08-09 00:00:00,,,,,,,0.0,,
0026,Twin Tier Power,"Twin Tier Power, LLC",,NY,Watercure-Oakdale 31 Line,NYSEG,,520.0,520,,1999-08-20,Withdrawn,,,,,,,,,0.0,,
0027,Far Rockaway Barge,ENRON,,NY,Far Rockaway,LIPA,,60.0,60,,1999-09-08,Withdrawn,,,,,,,,,0.0,,
0028,Spagnoli Road GT Unit,"KeySpan Energy, Inc.",,NY,Spagnoli Road,LIPA,,79.9,79.9,,1999-09-08,Withdrawn,,,,,,,,,0.0,,
0029,Bowline Point Unit 3,Mirant,Rockland,NY,W. Haverstraw 345kV,CONED,Combined Cycle,750.0,750,,1999-10-13,Withdrawn,,2006-07-10 00:00:00,,,,,,,0.0,,
0030,Heritage Station,Sithe Energies,,NY,Independence (Oswego),NM-NG,,800.0,800,,1999-10-29,Withdrawn,,,,,,,,,0.0,,
0031,Astoria Energy - Phase 2,"SCS Energy, LLC",Queens,NY,Astoria 138kV,CONED,Natural Gas,500.0,500,,1999-11-16,Withdrawn,,2023-05-31 00:00:00,,,,,,J,0.0,,
0032,Brookhaven Energy,American National Power,Suffolk,NY,Holbrook-Brookhaven 138kV,LIPA,Combined Cycle,580.0,580,,1999-11-22,Withdrawn,,,,,,,,,0.0,,
0033,Glenville Energy Park,"Glenville Energy Park, LLC",Schenectady,NY,Rotterdam 230kV,NM-NG,Combined Cycle,540.0,540,,1999-11-30,Withdrawn,,2008-07-10 00:00:00,,,,,,F,0.0,,
0034,North First Street,York Research Corp.,,NY,Con Ed System,CONED,,500.0,500,,2000-01-11,Withdrawn,,,,,,,,,0.0,,
0035,Gotham Power - Bronx I,"Gotham Power Zerega, LLC",Bronx,NY,Parkchester/Tremont 138kV,CONED,Combustion Turbine,79.9,79.9,,2000-01-12,Withdrawn,,2008-07-10 00:00:00,,,,,,J,0.0,,
0036,Project Neptune DC NB-NYC,"Boundless Energy, LLC",Kings,NY,Farragut 345kV,CONED,DC Transmission,1200.0,1200,,2000-01-21,Withdrawn,,2008-07-10 00:00:00,,,,,,J,0.0,,
0037,Kitchen,"Caithness Energy, LLC",,NY,Riverh'd-Brookh'n-Holb'k,LIPA,,750.0,750,,2000-01-28,Withdrawn,,,,,,,,,0.0,,
0038,Far Rochaway Gen Ext.,"KeySpan Energy, Inc.",,NY,Far Rockaway,LIPA,,79.0,79,,2000-02-01,Withdrawn,,,,,,,,,0.0,,
0039,E. F. Barrett Gen Ext,"KeySpan Energy, Inc.",,NY,Barrett,LIPA,,79.0,79,,2000-02-01,Withdrawn,,,,,,,,,0.0,,
0040,Riverhead Gen Station,"KeySpan Energy, Inc.",,NY,Riverhead,LIPA,,79.0,79,,2000-02-01,Withdrawn,,,,,,,,,0.0,,
0041,Southampton Gen Ext.,"KeySpan Energy, Inc.",,NY,Southampton,LIPA,,79.0,79,,2000-02-01,Withdrawn,,,,,,,,,0.0,,
0042,Holbrook Energy,"PP&L Global, Inc.",,NY,Holbrook,LIPA,,300.0,300,,2000-02-01,Withdrawn,,,,,,,,,0.0,,
0043,PPL Kings Park,"PP&L Global, Inc.",,NY,Pilgrim,LIPA,,300.0,300,,2000-02-01,Withdrawn,,,,,,,,,0.0,,
0044,Ruland Energy,"PP&L Global, Inc.",,NY,Ruland Road,LIPA,,300.0,300,,2000-02-01,Withdrawn,,,,,,,,,0.0,,
0045,Freeport Energy,"PP&L Global, Inc.",,NY,Freeport,LIPA,,100.0,100,,2000-02-01,Withdrawn,,,,,,,,,0.0,,
0046,Brookhaven Energy,"PP&L Global, Inc.",,NY,Brookhaven,LIPA,,300.0,300,,2000-02-03,Withdrawn,,,,,,,,,0.0,,
0047,GenPower DC Tie-line,"GenPower, LLC",,NY,West 49th Sreet,CONED,,800.0,800,,2000-02-09,Withdrawn,,,,,,,,,0.0,,
0048,PPL Kings Park Ext.,"PP&L Global, Inc.",,NY,Pilgrim,LIPA,,300.0,300,,2000-02-10,Withdrawn,,,,,,,,,0.0,,
0049,Brookhaven Energy Ext.,"PP&L Global, Inc.",,NY,Brookhaven,LIPA,,300.0,300,,2000-02-10,Withdrawn,,,,,,,,,0.0,,
0050,AES Smithtown Gen,"AES Long Island, LLC",,NY,LIPA System,LIPA,,510.0,510,,2000-02-10,Withdrawn,,,,,,,,,0.0,,
0051,Wading River Gen Ext.,"KeySpan Energy, Inc.",,NY,Wading River,LIPA,,150.0,150,,2000-02-15,Withdrawn,,,,,,,,,0.0,,
0052,Fort Drum Gen Exp.,NIMO/Black River Power,,NY,Fort Drum,NM-NG,,50.0,50,,2000-03-06,Withdrawn,,,,,,,,,0.0,,
0053,"CT-Ruland, LI DC Tie","TransEnergie US, Ltd",,NY,Ruland Road,LIPA,,300.0,300,,2000-03-07,Withdrawn,,,,,,,,,0.0,,
0054,"CT-Pilgrim, LI DC Tie","TransEnergie US, Ltd",,NY,Pilgrim,LIPA,,300.0,300,,2000-03-07,Withdrawn,,,,,,,,,0.0,,
0056,Gotham Power/Brooklyn,1st Rochdale Coop Group,,NY,Kent Ave,CONED,,79.0,79,,2000-03-17,Withdrawn,,,,,,,,,0.0,,
0057,Flat Rock Windpower,"Flat Rock Windpower, LLC",,NY,Lowville-Boonville,NM-NG,Wind,100.0,100,,2000-03-21,Withdrawn,,,,,,,,,0.0,,
0058,Lovett #3 Repowering,Mirant,,NY,Lovett,CONED,,180.0,180,,2000-03-23,Withdrawn,,,,,,,,,0.0,,
0059,Hillburn Unit #2,Mirant,,NY,Hillburn,CONED,,79.9,79.9,,2000-03-23,Withdrawn,,,,,,,,,0.0,,
0060,Hillburn #2 Conversion,Mirant,,NY,Hillburn,CONED,,40.0,40,,2000-03-23,Withdrawn,,,,,,,,,0.0,,
0061,Greenpoint Energy Park,"GTM Energy, LLC",,NY,Rainey-Farragut Lines,CONED,,500.0,500,,2000-04-19,Withdrawn,,,,,,,,,0.0,,
0062,Project Orange,"Project Orange Associates, LP",,NY,Temple St.,NM-NG,,420.0,420,,2000-05-08,Withdrawn,,,,,,,,,0.0,,
0063,LSA Station A,"Lewis Staley Associates, Inc.",,NY,Homer City-Stolle Rd Line,NYSEG,,650.0,650,,2000-05-11,Withdrawn,,,,,,,,,0.0,,
0064,LSA Station B,"Lewis Staley Associates, Inc.",,NY,Dunkirk-Gardenville Line,NM-NG,,600.0,600,,2000-05-12,Withdrawn,,,,,,,,,0.0,,
0065,Lockport II Gen Station,Fortistar-Lockport Merchant,Niagara,NY,Harrison Station 115kV,NYSEG,Combustion Turbine,79.9,79.9,,2000-05-15,Withdrawn,,2008-07-10 00:00:00,,,,,,A,0.0,,
0067,Wallkill Energy,"Titan Development, LLC",,NY,Coop Corn-Rock Tav Lines,NYPA,,1080.0,1080,,2000-06-21,Withdrawn,,,,,,,,,0.0,,
0068,Ruland Energy Ext.,"PP&L Global, Inc.",,NY,Ruland Road,LIPA,,300.0,300,,2000-06-23,Withdrawn,,,,,,,,,0.0,,
0070,Astoria Repowering-Phase 2,Reliant Energy,Queens,NY,Astoria 138kV,CONED,Combustion Turbine,173.0,173,,2000-08-18,Withdrawn,,2006-08-09 00:00:00,,,,,,,0.0,,
0071,Mill Creek Wind Plant,"Mill Creek Wind Plant, LLC",,NY,Lowville,NM-NG,,50.0,50,,2000-09-08,Withdrawn,,,,,,,,,0.0,,
0072,Island Gen. Station,"Fortistar Power Marketing, LLC",,NY,Fresh Kills,CONED,,79.9,79.9,,2000-09-08,Withdrawn,,,,,,,,,0.0,,
0073,Island Gen. Station #2,"Fortistar Power Marketing, LLC",,NY,Fresh Kills,CONED,,500.0,500,,2000-09-08,Withdrawn,,,,,,,,,0.0,,
0074,Oceanside Energy Center,"FPL Energy, LLC",,NY,Barrett,LIPA,,330.0,330,,2000-10-10,Withdrawn,,,,,,,,,0.0,,
0075,Gotham Power - Bronx II,1st Rochdale Coop Group,,NY,Hell Gate/Bruckner,CONED,,79.0,79,,2000-10-17,Withdrawn,,,,,,,,,0.0,,
0076,Waterford,Calpine Eastern Corporation,Saratoga,NY,NM-NG 230 or 115 kV,NM-NG,Combustion Turbine,530.0,530,,2000-10-30,Withdrawn,,2019-03-06 00:00:00,,,,,,,0.0,,
0077,Dover Energy,"Titan Development, LLC",,NY,Pl. Valley-Long Mt. Tie-Line,CONED,,1000.0,1000,,2000-11-17,Withdrawn,,,,,,,,,0.0,,
0078,Ravenswood Repower Ph I,KeySpan Ravenswood,,NY,Vernon,CONED,,440.0,440,,2000-12-04,Withdrawn,,,,,,,,,0.0,,
0086,Berrians GT Replacement,"NRG/ Berrians I GT Power, LLC",,NY,Astoria,CONED,,79.9,79.9,,2001-01-15,Withdrawn,,,,,,,,,0.0,,
0087,Buchanan Energy,"Titan Development, LLC",,NY,Buchanan,CONED,,500.0,500,,2001-02-26,Withdrawn,,,,,,,,,0.0,,
0088,Halfmoon Energy,"Titan Development, LLC",,NY,Rotterdam-Bear Swamp line,NM-NG,,500.0,500,,2001-02-26,Withdrawn,,,,,,,,,0.0,,
0089A,Neptune DC PJM-NYC,"Atlantic Energy, LLC",,NY,W49th St,CONED,,600.0,600,,2001-03-15,Withdrawn,,,,,,,,,0.0,,
0089B,Neptune DC PJM-NYC,"Atlantic Energy, LLC",,NY,W49th St,CONED,,600.0,600,,2001-03-15,Withdrawn,,,,,,,,,0.0,,
0090,Fortistar VP,"Fortistar, LLC",Richmond,NY,Fresh Kills 138kV,CONED,Combustion Turbine,79.9,79.9,,2001-03-20,Withdrawn,,2009-05-27 00:00:00,,,,,,J,0.0,,
0091,Fortistar VAN,"Fortistar, LLC",Richmond,NY,Goethals/Fresh Kills 138kV,CONED,Combustion Turbine,79.9,79.9,,2001-03-20,Withdrawn,,2009-05-27 00:00:00,,,,,,J,0.0,,
0092,Redhook Energy,Amerada Hess Corp.,,NY,ConEd 138 kV (tbd),CONED,,79.9,79.9,,2001-05-01,Withdrawn,,,,,,,,,0.0,,
0093,Cross Hudson Project,"In-City I, LLC",NY,NY,W49th Street 345kV,CONED,Combined Cycle,550.0,550,,2001-05-11,Withdrawn,,2007-08-23 00:00:00,,,,,,,0.0,,
0096,"CPN 3rd Turbine, Inc. (JFK)",Calpine Eastern Corporation,Queens,NY,Jamaica 138kV,CONED,Combustion Turbine,45.0,45,,2001-05-29,Withdrawn,,2008-07-10 00:00:00,,,,,,J,0.0,,
0097,South Glens Falls Expansion,NYSEG Solutions,,NY,Mohican-Butler#18 line,NM-NG,,40.0,40,,2001-06-15,Withdrawn,,,,,,,,,0.0,,
0098,PJM-NY City HVDC,TransEnergie US Ltd.,,NY,W49th St and/or Farragut,CONED,,990.0,990,,2001-06-22,Withdrawn,,,,,,,,,0.0,,
0100,Blooming Grove Power,"Titan Development, LLC",,NY,Rock Tavern-Ramapo line,CONED,,500.0,500,,2001-07-02,Withdrawn,,,,,,,,,0.0,,
0101,NU CT-LI HVDC Cable,Northeast Utilities Service Co.,,NY,Shore Road,LIPA,,660.0,660,,2001-07-13,Withdrawn,,,,,,,,,0.0,,
0102,Indian Point Energy Center,Entergy Power Gen. Corp.,Westchester,NY,Buchanan 345kV,CONED,Combustion Turbine,400.0,400,,2001-07-23,Withdrawn,,,,,,,,,0.0,,
0103,Niagara Reinforcement Inter.,"Pegasus Trans. Co., Ltd.",Oneida-NY,NY,"Marcy,Edic,Porter - W49th St.",NYPA/NM/CE,DC Transmission,1200.0,1200,,2001-08-15,Withdrawn,,,,,,,,,0.0,,
0104,Jupiter PJM-NYC Cable,"PG&E/Liberty Gen. Co., LLC",,NY,W49th St or Farragut,CONED,,1200.0,1200,,2001-08-24,Withdrawn,,,,,,,,,0.0,,
0105,Titan Smith Street,Calpine Eastern Corporation,Kings,NY,Gowanus 138 or 345 kV,CONED,Combustion Turbine,79.9,79.9,,2001-10-05,Withdrawn,,2019-03-06 00:00:00,,,,,,,0.0,,
0106,TransGas Energy,"TransGas Energy, LLC",Kings,NY,"E13St, Rainey, or Farragut-345kV",CONED,Combined Cycle,1100.0,1100,,2001-10-05,Withdrawn,,2012-03-01 00:00:00,,,,,,J,0.0,,
0108,SE Long Island,Sempra Generation,Suffolk,NY,Shoreham-Holbrook lines 138kV,LIPA,Combustion Turbine,575.0,575,,2001-11-29,Withdrawn,,,,,,,,,0.0,,
0109,Maspeth,Calpine Eastern Corporation,,NY,Vernon-Glendale line,CONED,,79.9,79.9,,2002-01-25,Withdrawn,,,,,,,,,0.0,,
