Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Proposed Completion Date,iso,outcome,Status,Withdrawn Date,Actual Completion Date,Withdrawal Comment,queue_date,queue_year,capacity_mw,resolved
J1083,,,Eaton County,MI,Oneida138kV Substation,METC,Solar,70.0,70.0,70.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-12-02T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,70.0,True
J1090,,,Ingham County,MI,Tompkins - Churchill Jct 138 kV Line Tap,METC,Solar,90.0,90.0,90.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2021-02-04T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,90.0,True
J1064,,,Ionia County,MI,Marquette - Vergennes 138 kV Line Tap,METC,Wind,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-11-21T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1091,,,Craighead County,AR,Power Line Road 161 kV Substation,"ENTERGY ARKANSAS, LLC EATO",Solar,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1072,,,Mower County,MN,Adams 345 kV Substation,NORTHERN STATES POWER COMPANY,Solar,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,2023-08-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1066,,,Pike County,IL,El Dara Junction - Pittsfield 69 kV Line Tap,"PRAIRIE POWER, INC. PPI",Wind,44.0,44.0,44.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2018-05-17T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,44.0,True
J1054,,,Goodhue County,MN,Cannon Falls 115kV Substation,NORTHERN STATES POWER COMPANY,Battery Storage,30.0,30.0,30.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-03-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,30.0,True
J1081,,,Polk County,MN,Winger 115kV Substation,OTTER TAIL POWER COMPANY OTPW,Wind,300.0,300.0,300.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-03-28T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,300.0,True
J1084,,,Clinton County,IA,Rock Creek 345 kV Substation,ITC MIDWEST,Solar,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,2023-09-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1092,,,Saint Croix County,WI,Three Lakes 115 kV Substation,NORTHERN STATES POWER COMPANY,Solar,100.0,100.0,100.0,2018-03-12T04:00:00+00:00,2023-10-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,100.0,True
J1067,,,"Jasper County,Pulaski County",IN,Reynolds - Burr Oak 345kV Line,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,Solar,240.0,240.0,240.0,2018-03-12T04:00:00+00:00,2023-10-20T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,240.0,True
J1068,,,Washtenaw County,MI,Dorset 120 kV Substation,ITC MIDWEST,Wind,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-11-21T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1088,,,Shiawassee County,MI,Cornell - Layton 138 kV Line Tap,METC,Solar,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2021-02-04T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1075,,,Cass County,MI,Argenta - Weeds Lake - Hiple 345kV Line Tap,METC,Wind,350.0,350.0,350.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2018-11-01T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,350.0,True
J3264,,,Otsego,MI,LIVINGSTON CO,METC,Battery Storage,300.0,300.0,300.0,2024-04-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-12-23T05:00:00+00:00,,,2024-04-12 04:00:00+00:00,2024.0,300.0,True
J1031,,,Henry County,IN,Fall Creek - New Castle 138 kV Line Tap,"DUKE ENERGY INDIANA, LLC CIN",Wind,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-01-07T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1046,,,Washtenaw County,MI,Majestic - Lemoyne 345 kV Line Tap,ITC MIDWEST,Battery Storage,50.0,50.0,50.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-11-21T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,50.0,True
J1016,,,Gibson County,IN,Francisco - Toyota Z75 138kV Line Tap,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Solar,50.0,50.0,50.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-01-06T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,50.0,True
J1040,,,McIntosh County,ND,Wishek Junction 230 kV Substation,MONTANA-DAKOTA UTILITIES CO.,Wind,250.0,250.0,250.0,2018-03-12T04:00:00+00:00,2023-05-14T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,250.0,True
J1010,,,"Kenosha County,Racine County",WI,Arcadian - Zion 345kV Line Tap,American Transmission Co. LLC,Solar,400.0,400.0,400.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-05-19T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,400.0,True
J1035,,,Washington County,IL,Fayetteville - Marigold 138 kV Line Tap,AMEREN ILLINOIS,Solar,75.0,75.0,75.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2018-10-15T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,75.0,True
J1045,,,Murray County,MN,Fenton - Chanarambie 115kV Line Tap,NORTHERN STATES POWER COMPANY,Battery Storage,20.0,20.0,20.0,2018-03-12T04:00:00+00:00,2024-07-30T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,20.0,True
J1015,,,Otsego County,MI,Gaylord 138kV Substation,METC,Solar,80.0,80.0,80.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-03-27T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,80.0,True
J1049,,,Forrest County,MS,Purvis 161 kV Substation,COOPERATIVE ENERGY SMEP,Solar,250.0,250.0,250.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,250.0,True
J1019,,,Boone County,MO,Overton - McCredie 345 kV Line Tap,AMEREN MISSOURI,Wind,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2018-10-03T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1050,,,"Boone County,Hamilton County",IA,Doud Tap 161 kV Substation,ITC MIDWEST,Wind,225.0,225.0,225.0,2018-03-12T04:00:00+00:00,2022-07-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,225.0,True
J1060,,,St. Francis County,AR,West Memphis - Keo 500 kV Line Tap,"ENTERGY ARKANSAS, LLC",Solar,500.0,500.0,500.0,2018-03-12T04:00:00+00:00,2023-05-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,500.0,True
J1061,,,Wabasha County,MN,Briggs Rd - N. Rochester 345 kV Line Tap,NORTHERN STATES POWER COMPANY,Solar,300.0,300.0,300.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-03-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,300.0,True
J1094,,,Washington County,IL,Prest 138kV Switching Station,AMEREN ILLINOIS,Solar,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,2024-01-15T05:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1069,,,"Jasper County,Pulaski County",IN,Reynolds 345kV Substation,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,Wind,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,2023-04-20T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1063,,,Clinton County,IN,New London - Frankfort 230kV Line Tap,"DUKE ENERGY INDIANA, LLC",Solar,195.0,195.0,195.0,2018-03-12T04:00:00+00:00,2022-08-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,195.0,True
J1057,,,Jackson County,MN,Brewster - Heron Lake 161 kV Line,ITC MIDWEST,Solar,125.0,125.0,125.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-03-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,125.0,True
J1096,,,Saline County,IL,Norris City North - Muddy 138 kV Line,AMEREN ILLINOIS,Solar,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,2024-01-01T05:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1079,,,St. Charles Parish,LA,Waterford 1&2 230 kV Substation,"ENTERGY LOUISIANA, LLC ELTO",Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1071,,,Oceana County,MI,Donaldson 138 kV Substation,METC,Solar,100.0,100.0,100.0,2018-03-12T04:00:00+00:00,2021-01-15T05:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,100.0,True
J1085,,,"Marathon County,Taylor County,Wood County",WI,Gardner Park - J821 POI - Stone Lake 345 kV Line Tap,American Transmission Co. LLC,Wind,300.0,300.0,300.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-05-19T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,300.0,True
J1065,,,Gratiot County,MI,Alma - Vestaburg 138kV Line Tap,METC,Wind,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-11-21T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1059,,,Cape Girardeau County,MO,Kelso - Lutesville 345 kV Line Tap,AMEREN MISSOURI,Solar,300.0,300.0,300.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-01-07T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,300.0,True
J1123,,,Audrain County,MO,Spencer Creek 345 kV Substation,AMEREN MISSOURI,Wind,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-01-02T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1100,,,Grimes County,TX,Grimes 345 kV Substation,"ENTERGY TEXAS, INC. ETTO",Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1097,,,"Lonoke County,Pulaski County",AR,KEO EHV 500 kV Substation,"ENTERGY ARKANSAS, LLC EATO",Solar,500.0,500.0,500.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,500.0,True
J1098,,,Jackson County,MN,Lakefield 345 kV Substation,NORTHERN STATES POWER COMPANY,Solar,40.0,40.0,40.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2021-03-09T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,40.0,True
J1086,,,Nobles County,MN,Elk - Brewster 161 kV Line Tap,ITC MIDWEST,Solar,120.0,120.0,120.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-03-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,120.0,True
J1073,,,Iberville Parish,LA,Webre 500 kV Substation,"ENTERGY LOUISIANA, LLC ELTO",Solar,300.0,300.0,300.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,300.0,True
J1099,,,Iberville Parish,LA,Derrick 230 kV Substation,"ENTERGY LOUISIANA, LLC ELTO",Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1121,,,Marathon County,WI,Stone Lake - (Pershing) - Gardner Park 345 kV Line Tap,American Transmission Co. LLC,Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-05-19T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1101,,,Manitowoc County,WI,Kewaunee 138kV Substation,American Transmission Co. LLC,Battery Storage,20.0,20.0,20.0,2018-03-12T04:00:00+00:00,2023-08-15T04:00:00+00:00,MISO,withdrawn,Withdrawn,2025-11-20T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,20.0,True
J1126,,,Tuscola County,MI,ITC Bauer - Grassmere - Rapson (Kirk Sub) 345kV Substation,ITC MIDWEST,Wind,1.1,1.1,1.1,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2018-11-01T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,1.1,True
J1102,,,Logan County,IL,Fogarty 138 kV Substation,AMEREN ILLINOIS,Solar,70.0,70.0,70.0,2018-03-12T04:00:00+00:00,2021-12-15T05:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,70.0,True
J1127,,,Green County,WI,Albany - Bass Creek 138 kV Line Tap,American Transmission Co. LLC,Solar,49.9,49.9,49.9,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-10-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,49.9,True
J1093,,,"Desha County,Drew County",AR,Reed Switch 115kV Substation,"ENTERGY ARKANSAS, LLC EATO",Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1076,,,St. James Parish,LA,Vacherie Sub 230 kV Substation,"ENTERGY LOUISIANA, LLC",Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,2022-09-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1129,,,Rock County,WI,Paddock - Townline Rd 138 kV Line Tap,American Transmission Co. LLC,Solar,65.0,65.0,65.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-10-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,65.0,True
J1146,,,Mississippi County,AR,San Souci 500 kV Substation,"ENTERGY ARKANSAS, LLC",Coal,10.0,10.0,10.0,2018-03-12T04:00:00+00:00,2020-10-10T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,10.0,True
J1128,,,Freeborn County,MN,Hayward - Murphy Creek 161 kV Line Tap,SMMPA,Solar,150.0,150.0,150.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2021-03-09T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,150.0,True
J1145,,,Callaway County,MO,Overton - (McCrede) - Montgomery 345 kV Line Tap,Ameren Missouri,Solar,250.0,250.0,250.0,2018-03-12T04:00:00+00:00,2024-06-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,250.0,True
J1078,,,Mississippi County,AR,San Souci 500 kV Substation,"ENTERGY ARKANSAS, LLC EATO",Solar,300.0,300.0,300.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,300.0,True
J1124,,,Olmsted County,MN,Byron 345kV Substation,SMMPA,Solar,100.0,100.0,100.0,2018-03-12T04:00:00+00:00,2024-06-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,100.0,True
J1142,,,St. James Parish,LA,Vacherie 230kV Substation,"ENTERGY LOUISIANA, LLC",Solar,20.0,20.0,20.0,2018-03-12T04:00:00+00:00,2020-07-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,20.0,True
J1125,,,Cross County,AR,Wynne South - Wynne East AECC 161 kV Line Tap,"ENTERGY ARKANSAS, LLC",Solar,135.0,135.0,135.0,2018-03-12T04:00:00+00:00,2023-03-01T05:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,135.0,True
J1172,,,Genesee County,MI,Dort - Garfield 138 kV Line Tap,METC,Solar,50.0,50.0,50.0,2018-03-12T04:00:00+00:00,2023-08-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,50.0,True
J1190,,,Clinton County,IA,Calamus East 161 kV Substation,ITC MIDWEST,Solar,200.0,200.0,200.0,2019-01-22T05:00:00+00:00,2025-08-01T04:00:00+00:00,MISO,built,Done,,,,2019-01-22 05:00:00+00:00,2019.0,200.0,True
J1147,,,St. Francis County,AR,Moses - McCrory 161 kV Line tap,"ENTERGY ARKANSAS, LLC EATO",Solar,100.0,100.0,100.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-01-24T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,100.0,True
J1107,,,Cape Girardeau County,MO,Kelso - Lutesville 345 kV Line Tap,Ameren Missouri,Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,2023-11-01T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1143,,,Morrison County,MN,Blanchard - Little Falls 115 kV Line,MINNESOTA POWER,Solar,100.0,100.0,100.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-03-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,100.0,True
J1104,,,"Washington County,Waukesha County",WI,Germantown - Bark River 138kV Line,American Transmission Co. LLC,Battery Storage,100.0,100.0,100.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-10-24T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,100.0,True
J1105,,,Dakota County,MN,Hampton Corners 345 kV Substation,NORTHERN STATES POWER COMPANY,Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2021-03-09T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1106,,,Redwood County,MN,Lyon County - Cedar Mountain 345 kV Circuit 2 Line,GREAT RIVER ENERGY,Wind,414.0,414.0,414.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2021-03-09T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,414.0,True
J1148,,,Posey County,IN,AB Brown 138 kV Substation,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Gas,54.0,54.0,54.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-01-07T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,54.0,True
J1174,,,Worth County,IA,Ledyard - Colby 345 kV Line Tap,ITC MIDWEST,Solar,165.0,165.0,165.0,2018-03-12T04:00:00+00:00,2024-06-30T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,165.0,True
J1192,,,Eaton County,MI,Oneida 138kV Substation,METC,Solar,35.0,35.0,35.0,2019-03-25T04:00:00+00:00,2024-07-01T04:00:00+00:00,MISO,withdrawn,Withdrawn,2022-10-25T04:00:00+00:00,,,2019-03-25 04:00:00+00:00,2019.0,35.0,True
J1175,,,Worth County,IA,Ledyard - Colby 345kV Line Tap,ITC MIDWEST,Wind,165.0,165.0,165.0,2018-03-12T04:00:00+00:00,2024-06-30T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,165.0,True
J1191,,,Boone County,MO,Bolstad 69 kV Substation,"City of Columbia, MO",Solar,64.0,64.0,64.0,2019-02-04T05:00:00+00:00,2025-02-28T05:00:00+00:00,MISO,withdrawn,Withdrawn,2025-02-10T05:00:00+00:00,,,2019-02-04 05:00:00+00:00,2019.0,64.0,True
J1176,,,"Cerro Gordo County,Worth County",IA,Lime Creek 161 kV Substation,ITC MIDWEST,Wind,145.0,145.0,145.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-15T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,145.0,True
J1149,,,Yellow Medicine County,MN,Hazel Creek 230 kV Substation,NORTHERN STATES POWER COMPANY,Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-03-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1170,,,Cass County,ND,Bison 345 kV Substation,NORTHERN STATES POWER COMPANY,Solar,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-03-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1177,,,Schuyler County,MO,Hughes 345 kV Switching Station (J541 POI),AMEREN TRANSMISSION COMPANY OF ILLINOIS,Wind,300.0,300.0,300.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-03-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,300.0,True
J1178,,,Eaton County,MI,Oneida 138 kV Substation,METC,Solar,65.0,65.0,65.0,2018-03-12T04:00:00+00:00,2023-08-01T04:00:00+00:00,MISO,withdrawn,Withdrawn,2021-08-06T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,65.0,True
J1193,,,Morton County,ND,Heskitt 115 kV Switchyard,MONTANA-DAKOTA UTILITIES CO.MDU,Gas,103.1,103.1,103.1,2019-04-22T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-04-28T04:00:00+00:00,,,2019-04-22 04:00:00+00:00,2019.0,103.1,True
J1194,,,"Midland County,Saginaw County",MI,Murphy 138 kV Substation,METC,Wind,225.2,225.2,225.2,2019-04-24T04:00:00+00:00,2021-11-01T04:00:00+00:00,MISO,built,Done,,,,2019-04-24 04:00:00+00:00,2019.0,225.2,True
J1195,,,Branch County,MI,Wagner 138 kV Substation,METC,Wind,150.4,150.4,150.4,2019-04-24T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-01-03T05:00:00+00:00,,,2019-04-24 04:00:00+00:00,2019.0,150.4,True
J1179,,,Chisago County,MN,Rush City - Red Rock 230 kV Line Tap,NORTHERN STATES POWER COMPANY,Solar,300.0,300.0,300.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2020-03-25T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,300.0,True
J1196,,,Sanilac County,MI,Greenwood - Rapson (Banner) 345 kV Line Tap,ITC MIDWEST,Solar,200.0,200.0,200.0,2019-04-25T04:00:00+00:00,2025-08-09T04:00:00+00:00,MISO,built,Done,,,,2019-04-25 04:00:00+00:00,2019.0,200.0,True
J1240,,,Audrain County,MO,Spencer Creek 345kV Substation,AMEREN MISSOURI,Solar,135.0,135.0,135.0,2019-04-29T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-11-01T04:00:00+00:00,,,2019-04-29 04:00:00+00:00,2019.0,135.0,True
J1241,,,Jefferson County,IL,West Mt Vernon - Xenia 345kV Line,AMEREN ILLINOIS,Solar,200.0,200.0,200.0,2019-04-29T04:00:00+00:00,2024-12-10T05:00:00+00:00,MISO,built,Done,,,,2019-04-29 04:00:00+00:00,2019.0,200.0,True
J1243,,,McDonough County,IL,Macomb West #2 - Blandlnsville Tap 69kV Line,AMEREN ILLINOIS,Solar,25.0,25.0,25.0,2019-04-29T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2021-08-05T04:00:00+00:00,,,2019-04-29 04:00:00+00:00,2019.0,25.0,True
J1273,,,"Marshall County,Starke County",IN,Burr Oak - East Winnamac 138 kV Line Tap,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC NIP,Solar,100.0,100.0,100.0,2019-04-29T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-11-05T05:00:00+00:00,,,2019-04-29 04:00:00+00:00,2019.0,100.0,True
J1244,,,Houghton County,MI,Winona - Toivola - Portage Tap - Atlantic Mine 69kV Line,American Transmission Co. LLC,Wind,38.4,38.4,38.4,2019-04-29T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2022-03-08T05:00:00+00:00,,,2019-04-29 04:00:00+00:00,2019.0,38.4,True
J1048,,,"Mecosta County,Montcalm County",MI,Vergennes - Nelson Road 345kV Line Tap,METC,Wind,250.0,250.0,250.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-03-28T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,250.0,True
J1052,,,Jackson County,MI,Beecher - Seamless East 138kV Line Tap,METC,Solar,100.0,100.0,100.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-03-27T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,100.0,True
J1055,,,Mason County,IL,Mason Substation 138 kV Bus,AMEREN ILLINOIS,Wind,144.0,144.0,144.0,2018-03-12T04:00:00+00:00,2020-10-15T04:00:00+00:00,MISO,built,Done,,,,2018-03-12 04:00:00+00:00,2018.0,144.0,True
J1082,,,"Grundy County,Mercer County",MO,Zachary 345 kV Substation,AMEREN MISSOURI,Wind,400.0,400.0,400.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-03-28T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,400.0,True
J1056,,,Monroe County,MI,Lulu - Monroe 345 kV Line Tap,ITC MIDWEST,Wind,200.0,200.0,200.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-11-21T05:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,200.0,True
J1070,,,Washington County,MS,SE Greenville 115kV Substation,"ENTERGY MISSISSIPPI, LLC EMMP",Solar,100.0,100.0,100.0,2018-03-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2019-08-29T04:00:00+00:00,,,2018-03-12 04:00:00+00:00,2018.0,100.0,True
J1198,,,Jasper County,IL,Newton 345kV Substation,AMEREN ILLINOIS,Hybrid,51.8,51.8,51.8,2019-04-25T04:00:00+00:00,2023-04-01T04:00:00+00:00,MISO,built,Done,,,,2019-04-25 04:00:00+00:00,2019.0,51.8,True
